employmentid,accessemployment,employmentstatus,employmentstartdate,to_timestamp_from_excel,employmentstartdate
1049,Yes,Not employed,,,
1050,No,Employed Full Time,43100,2017-12-31 00:00:00,12/31/2017
1051,No,,,,
1052,No,,,,
1053,No,,,,
1054,No,,,,
1055,No,,,,
1056,No,,,,
1057,No,,,,
1058,No,,,,
1059,No,,,,
1060,No,,,,
1061,No,,,,
1062,No,,,,
1063,No,,,,
1064,No,,,,
1065,No,,,,
1066,No,,,,
1067,No,Employed Full Time,42839,2017-04-14 00:00:00,4/14/2017
1068,No,Employed Full Time,42948,2017-08-01 00:00:00,8/1/2017
1069,No,Employed Full Time,42109,2015-04-15 00:00:00,4/15/2015
1070,No,,,,
1071,No,,,,
1072,No,Employed Full Time,42200,2015-07-15 00:00:00,7/15/2015
1073,Yes,Employed Full Time,41744,2014-04-15 00:00:00,4/15/2014
1074,Yes,,,,
1075,No,Employed Full Time,43087,2017-12-18 00:00:00,12/18/2017
1076,Yes,,,,
1077,Yes,,,,
1078,Yes,,,,
1079,Yes,Employed Part Time,42139,2015-05-15 00:00:00,5/15/2015
1080,No,,,,
1081,No,,,,
1082,No,Employed Full Time,43201,2018-04-11 00:00:00,4/11/2018
1083,No,Employed Full Time,42993,2017-09-15 00:00:00,9/15/2017
1084,Yes,Not employed,,,
1085,No,Not employed,,,
1086,No,Not employed,,,
1087,Yes,Not employed,,,
1088,No,Not employed,,,
1089,No,Not employed,,,
1090,No,,,,
1091,No,,,,
1092,No,,,,
1093,No,,,,
1094,No,,,,
1095,Yes,,,,
1096,No,Employed Full Time,43102,2018-01-02 00:00:00,1/2/2018
1097,No,,,,
1098,No,Employed Full Time,38216,2004-08-17 00:00:00,8/17/2004
1099,No,Employed Full Time,37987,2004-01-01 00:00:00,1/1/2004
1100,No,,,,
1101,No,,,,
1102,No,Employed Full Time,42814,2017-03-20 00:00:00,3/20/2017
1103,No,Employed Full Time,42948,2017-08-01 00:00:00,8/1/2017
1104,No,,,,
1105,No,,,,
1106,No,Employed Part Time,42737,2017-01-02 00:00:00,1/2/2017
1107,No,,,,
1108,No,,,,
1109,Yes,Not employed,,,
1110,No,Employed Full Time,43108,2018-01-08 00:00:00,1/8/2018
1111,No,Employed Full Time,43087,2017-12-18 00:00:00,12/18/2017
1112,No,Employed Full Time,43117,2018-01-17 00:00:00,1/17/2018
1113,No,,,,
1114,No,Employed Full Time,43129,2018-01-29 00:00:00,1/29/2018
1115,No,,,,
1116,No,Employed Full Time,43116,2018-01-16 00:00:00,1/16/2018
1117,Yes,Not employed,,,
1118,Yes,Not employed,,,
1119,No,Employed Full Time,43101,2018-01-01 00:00:00,1/1/2018
1120,No,Employed Full Time,42005,2015-01-01 00:00:00,1/1/2015
1121,No,Not employed,,,
1122,No,Not employed,,,
1123,No,Employed Full Time,39722,2008-10-01 00:00:00,10/1/2008
1124,Yes,Not employed,,,
1125,No,0,3,1900-01-03 00:00:00,1/3/1900
1126,No,0,3,1900-01-03 00:00:00,1/3/1900
1127,Yes,Not employed,,,
1128,Yes,Employed Full Time,40878,2011-12-01 00:00:00,12/1/2011
1129,No,Not employed,,,
1130,No,Not employed,,,
1131,No,Employed Full Time,43192,2018-04-02 00:00:00,4/2/2018
1132,No,Not employed,,,
1133,No,Not employed,,,
1134,No,Not employed,,,
1135,No,Not employed,,,
1136,No,Not employed,,,
1137,No,Not employed,,,
1138,Yes,Not employed,,,
1139,Yes,Not employed,,,
1140,Yes,Not employed,,,
1141,No,Not employed,,,
1142,No,Employed Full Time,43199,2018-04-09 00:00:00,4/9/2018
1143,Yes,Employed Full Time,40940,2012-02-01 00:00:00,2/1/2012
1144,No,Employed Full Time,42919,2017-07-03 00:00:00,7/3/2017
1145,No,Employed Full Time,40057,2009-09-01 00:00:00,9/1/2009
1146,No,0,3,1900-01-03 00:00:00,1/3/1900
1147,No,Employed Full Time,40179,2010-01-01 00:00:00,1/1/2010
1148,Yes,Not employed,,,
1149,Yes,Not employed,,,
1150,No,Not employed,,,
1151,No,Employed Part Time,42919,2017-07-03 00:00:00,7/3/2017
1152,No,Not employed,,,
1153,No,Employed Part Time,43246,2018-05-26 00:00:00,5/26/2018
1154,No,Employed Full Time,43192,2018-04-02 00:00:00,4/2/2018
1155,Yes,Not employed,,,
1156,No,Not employed,,,
1157,Yes,Not employed,,,
1158,Yes,Not employed,,,
1159,Yes,Not employed,,,
1160,No,Not employed,,,
1161,No,Not employed,,,
1162,Yes,Not employed,,,
1163,No,Not employed,,,
1164,Yes,Not employed,,,
1165,Yes,Employed Full Time,43319,2018-08-07 00:00:00,8/7/2018
1166,No,Employed Full Time,32874,1990-01-01 00:00:00,1/1/1990
1167,Yes,Not employed,,,
1168,No,Employed Full Time,42646,2016-10-03 00:00:00,10/3/2016
1169,Yes,Employed Full Time,42901,2017-06-15 00:00:00,6/15/2017
1170,No,Not employed,,,
1171,No,Employed Full Time,43005,2017-09-27 00:00:00,9/27/2017
1172,Yes,Not employed,,,
1173,No,0,3,1900-01-03 00:00:00,1/3/1900
1174,No,Employed Full Time,42590,2016-08-08 00:00:00,8/8/2016
1175,No,,,,
1176,No,Not employed,,,
1177,No,Employed Part Time,42962,2017-08-15 00:00:00,8/15/2017
1178,No,Not employed,,,
1179,No,Employed Full Time,36722,2000-07-15 00:00:00,7/15/2000
1180,No,Not employed,,,
1181,No,Employed Full Time,43226,2018-05-06 00:00:00,5/6/2018
1182,No,Employed Full Time,41153,2012-09-01 00:00:00,9/1/2012
1183,No,Not employed,,,
1184,No,Employed Full Time,43024,2017-10-16 00:00:00,10/16/2017
1185,Yes,Not employed,,,
1186,Yes,Not employed,,,
1187,Yes,Not employed,,,
1188,Yes,Not employed,,,
1189,Yes,Employed Full Time,43174,2018-03-15 00:00:00,3/15/2018
1190,No,Employed Full Time,35370,1996-11-01 00:00:00,11/1/1996
1191,Yes,Employed Full Time,43132,2018-02-01 00:00:00,2/1/2018
1192,Yes,Not employed,,,
1193,Yes,Employed Full Time,43220,2018-04-30 00:00:00,4/30/2018
1194,Yes,Employed Full Time,37454,2002-07-17 00:00:00,7/17/2002
1195,No,Employed Full Time,42405,2016-02-05 00:00:00,2/5/2016
1196,Yes,Not employed,,,
1197,No,Employed Full Time,40721,2011-06-27 00:00:00,6/27/2011
1198,No,Employed Full Time,41324,2013-02-19 00:00:00,2/19/2013
1199,No,Not employed,,,
1200,No,Employed Full Time,42135,2015-05-11 00:00:00,5/11/2015
1201,No,Employed Full Time,43339,2018-08-27 00:00:00,8/27/2018
1202,No,Employed Full Time,42572,2016-07-21 00:00:00,7/21/2016
1203,No,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
1204,No,Employed Part Time,42461,2016-04-01 00:00:00,4/1/2016
1205,No,Employed Part Time,43348,2018-09-05 00:00:00,9/5/2018
1206,Yes,Not employed,,,
1207,No,Employed Full Time,43108,2018-01-08 00:00:00,1/8/2018
1208,No,Employed Full Time,43035,2017-10-27 00:00:00,10/27/2017
1209,No,Employed Part Time,43323,2018-08-11 00:00:00,8/11/2018
1210,No,,,,
1211,No,Not employed,,,
1212,Yes,Not employed,,,
1213,No,Employed Full Time,43192,2018-04-02 00:00:00,4/2/2018
1214,No,Not employed,,,
1215,No,Employed Full Time,41275,2013-01-01 00:00:00,1/1/2013
1216,No,Employed Full Time,42484,2016-04-24 00:00:00,4/24/2016
1217,No,Employed Full Time,37264,2002-01-08 00:00:00,1/8/2002
1218,No,Not employed,,,
1219,Yes,Not employed,,,
1220,No,Employed Full Time,43342,2018-08-30 00:00:00,8/30/2018
1221,No,Employed Full Time,39295,2007-08-01 00:00:00,8/1/2007
1222,No,Employed Full Time,41445,2013-06-20 00:00:00,6/20/2013
1223,No,Employed Full Time,42491,2016-05-01 00:00:00,5/1/2016
1224,No,Employed Part Time,43034,2017-10-26 00:00:00,10/26/2017
1225,No,Not employed,,,
1226,No,Employed Full Time,42564,2016-07-13 00:00:00,7/13/2016
1227,No,Employed Full Time,42401,2016-02-01 00:00:00,2/1/2016
1228,No,Employed Part Time,43356,2018-09-13 00:00:00,9/13/2018
1229,Yes,Not employed,,,
1230,No,Not employed,,,
1231,No,Employed Full Time,43313,2018-08-01 00:00:00,8/1/2018
1232,No,Employed Part Time,42331,2015-11-23 00:00:00,11/23/2015
1233,No,Employed Full Time,43362,2018-09-19 00:00:00,9/19/2018
1234,No,Employed Full Time,43041,2017-11-02 00:00:00,11/2/2017
1235,No,Not employed,,,
1236,No,Employed Full Time,42974,2017-08-27 00:00:00,8/27/2017
1237,Yes,,,,
1238,Yes,,,,
1239,Yes,,,,
1240,Yes,,,,
1241,Yes,,,,
1242,Yes,,,,
1243,No,,,,
1244,Yes,,,,
1245,Yes,Not employed,,,
1246,Yes,Employed Full Time,42917,2017-07-01 00:00:00,7/1/2017
1247,Yes,Not employed,,,
1248,Yes,Employed Part Time,42217,2015-08-01 00:00:00,8/1/2015
1249,Yes,,,,
1250,Yes,,,,
1251,Yes,,,,
1252,Yes,,,,
1253,Yes,,,,
1254,Yes,Not employed,,,
1255,Yes,Not employed,,,
1256,Yes,,,,
1257,Yes,,,,
1258,No,Not employed,,,
1259,Yes,Employed Part Time,42506,2016-05-16 00:00:00,5/16/2016
1260,Yes,,,,
1261,Yes,Employed Part Time,43318,2018-08-06 00:00:00,8/6/2018
1262,Yes,Not employed,,,
1263,Yes,,,,
1264,Yes,Employed Full Time,43339,2018-08-27 00:00:00,8/27/2018
1265,Yes,,,,
1266,Yes,,,,
1267,Yes,,,,
1268,Yes,,,,
1269,Yes,,,,
1270,Yes,Employed Part Time,41162,2012-09-10 00:00:00,9/10/2012
1271,Yes,,,,
1272,Yes,,,,
1273,Yes,,,,
1274,Yes,,,,
1275,Yes,,,,
1276,Yes,,,,
1277,Yes,,,,
1278,Yes,,,,
1279,Yes,,,,
1280,Yes,,,,
1281,Yes,Not employed,,,
1282,Yes,Not employed,,,
1283,Yes,Not employed,,,
1284,Yes,,,,
1285,Yes,Employed Part Time,42800,2017-03-06 00:00:00,3/6/2017
1286,Yes,,,,
1287,Yes,,,,
1288,Yes,,,,
1289,Yes,,,,
1290,No,Not employed,,,
1291,Yes,,,,
1292,Yes,,,,
1293,Yes,,,,
1294,Yes,,,,
1295,Yes,,,,
1296,Yes,,,,
1297,Yes,,,,
1298,Yes,,,,
1299,Yes,,,,
1300,Yes,,,,
1301,Yes,,,,
1302,Yes,,,,
1303,Yes,,,,
1304,Yes,,,,
1305,Yes,,,,
1306,Yes,,,,
1307,Yes,,,,
1308,Yes,Employed Full Time,42535,2016-06-14 00:00:00,6/14/2016
1309,Yes,,,,
1310,Yes,,,,
1311,Yes,,,,
1312,Yes,,,,
1313,Yes,,,,
1314,Yes,,,,
1315,Yes,,,,
1316,Yes,,,,
1317,Yes,,,,
1318,Yes,,,,
1319,Yes,,,,
1320,Yes,,,,
1321,Yes,,,,
1322,Yes,,,,
1323,Yes,,,,
1324,Yes,,,,
1325,Yes,,,,
1326,Yes,,,,
1327,Yes,Employed Full Time,43318,2018-08-06 00:00:00,8/6/2018
1328,Yes,,,,
1329,Yes,,,,
1330,Yes,Employed Part Time,42475,2016-04-15 00:00:00,4/15/2016
1331,Yes,,,,
1332,Yes,,,,
1333,Yes,,,,
1334,Yes,,,,
1335,Yes,,,,
1336,Yes,,,,
1337,Yes,,,,
1338,Yes,,,,
1339,Yes,,,,
1340,Yes,,,,
1341,Yes,,,,
1342,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
1343,No,,,,
1344,Yes,,,,
1345,Yes,,,,
1346,Yes,,,,
1347,Yes,,,,
1348,Yes,,,,
1349,Yes,,,,
1350,Yes,,,,
1351,Yes,,,,
1352,Yes,,,,
1353,Yes,,,,
1354,Yes,,,,
1355,Yes,Not employed,,,
1356,Yes,,,,
1357,Yes,Employed Full Time,42401,2016-02-01 00:00:00,2/1/2016
1358,Yes,,,,
1359,Yes,,,,
1360,Yes,,,,
1361,Yes,,,,
1362,Yes,,,,
1363,Yes,,,,
1364,Yes,,,,
1365,Yes,,,,
1366,Yes,,,,
1367,Yes,Employed Full Time,42249,2015-09-02 00:00:00,9/2/2015
1368,Yes,,,,
1369,Yes,,,,
1370,Yes,Not employed,,,
1371,Yes,,,,
1372,Yes,,,,
1373,Yes,,,,
1374,Yes,,,,
1375,Yes,,,,
1376,Yes,Employed Part Time,43318,2018-08-06 00:00:00,8/6/2018
1377,Yes,,,,
1378,Yes,,,,
1379,Yes,,,,
1380,Yes,,,,
1381,Yes,,,,
1382,Yes,,,,
1383,Yes,,,,
1384,Yes,,,,
1385,Yes,Employed Part Time,42402,2016-02-02 00:00:00,2/2/2016
1386,Yes,,,,
1387,Yes,,,,
1388,Yes,,,,
1389,Yes,,,,
1390,Yes,,,,
1391,Yes,,,,
1392,Yes,,,,
1393,Yes,,,,
1394,Yes,,,,
1395,Yes,,,,
1396,Yes,,,,
1397,Yes,,,,
1398,Yes,,,,
1399,Yes,,,,
1400,Yes,,,,
1401,Yes,,,,
1402,Yes,,,,
1403,Yes,,,,
1404,Yes,,,,
1405,Yes,,,,
1406,Yes,,,,
1407,Yes,,,,
1408,Yes,,,,
1409,Yes,,,,
1410,Yes,,,,
1411,Yes,,,,
1412,Yes,Employed Part Time,43318,2018-08-06 00:00:00,8/6/2018
1413,Yes,,,,
1414,Yes,,,,
1415,Yes,,,,
1416,Yes,,,,
1417,Yes,Employed Part Time,42444,2016-03-15 00:00:00,3/15/2016
1418,Yes,,,,
1419,Yes,,,,
1420,Yes,,,,
1421,Yes,,,,
1422,Yes,,,,
1423,Yes,,,,
1424,No,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
1425,Yes,Employed Full Time,42310,2015-11-02 00:00:00,11/2/2015
1426,Yes,,,,
1427,Yes,,,,
1428,Yes,,,,
1429,Yes,Employed Full Time,42430,2016-03-01 00:00:00,3/1/2016
1430,Yes,,,,
1431,No,,,,
1432,Yes,,,,
1433,Yes,,,,
1434,Yes,,,,
1435,Yes,,,,
1436,Yes,,,,
1437,Yes,,,,
1438,Yes,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
1439,Yes,,,,
1440,Yes,,,,
1441,Yes,,,,
1442,Yes,,,,
1443,Yes,,,,
1444,Yes,,,,
1445,Yes,Employed Part Time,42310,2015-11-02 00:00:00,11/2/2015
1446,Yes,Employed Full Time,42464,2016-04-04 00:00:00,4/4/2016
1447,Yes,,,,
1448,Yes,,,,
1449,Yes,,,,
1450,Yes,,,,
1451,Yes,,,,
1452,Yes,,,,
1453,Yes,,,,
1454,Yes,Employed Part Time,42552,2016-07-01 00:00:00,7/1/2016
1455,Yes,Not employed,,,
1456,Yes,,,,
1457,Yes,,,,
1458,Yes,,,,
1459,Yes,,,,
1460,Yes,,,,
1461,Yes,,,,
1462,Yes,Employed Full Time,42247,2015-08-31 00:00:00,8/31/2015
1463,Yes,,,,
1464,Yes,,,,
1465,Yes,,,,
1466,Yes,,,,
1467,Yes,,,,
1468,Yes,,,,
1469,Yes,,,,
1470,Yes,Not employed,,,
1471,Yes,,,,
1472,Yes,,,,
1473,Yes,,,,
1474,Yes,,,,
1475,Yes,Employed Part Time,42583,2016-08-01 00:00:00,8/1/2016
1476,Yes,,,,
1477,Yes,Employed Full Time,42709,2016-12-05 00:00:00,12/5/2016
1478,Yes,,,,
1479,Yes,Employed Part Time,42522,2016-06-01 00:00:00,6/1/2016
1480,Yes,,,,
1481,Yes,,,,
1482,Yes,,,,
1483,Yes,Not employed,,,
1484,Yes,,,,
1485,Yes,Not employed,,,
1486,Yes,,,,
1487,Yes,Employed Part Time,42583,2016-08-01 00:00:00,8/1/2016
1488,Yes,,,,
1489,Yes,,,,
1490,Yes,,,,
1491,Yes,,,,
1492,Yes,Employed Part Time,43318,2018-08-06 00:00:00,8/6/2018
1493,Yes,,,,
1494,Yes,,,,
1495,Yes,,,,
1496,Yes,,,,
1497,Yes,,,,
1498,Yes,Not employed,,,
1499,Yes,,,,
1500,Yes,,,,
1501,Yes,,,,
1502,Yes,,,,
1503,Yes,,,,
1504,Yes,Not employed,,,
1505,Yes,,,,
1506,Yes,,,,
1507,No,,,,
1508,Yes,,,,
1509,Yes,,,,
1510,Yes,Employed Full Time,42556,2016-07-05 00:00:00,7/5/2016
1511,Yes,,,,
1512,Yes,,,,
1513,Yes,,,,
1514,Yes,,,,
1515,Yes,,,,
1516,Yes,,,,
1517,Yes,,,,
1518,Yes,,,,
1519,Yes,,,,
1520,Yes,,,,
1521,Yes,,,,
1522,Yes,,,,
1523,Yes,,,,
1524,Yes,,,,
1525,Yes,,,,
1526,Yes,,,,
1527,Yes,,,,
1528,Yes,,,,
1529,Yes,,,,
1530,Yes,,,,
1531,Yes,,,,
1532,Yes,,,,
1533,Yes,,,,
1534,Yes,,,,
1535,Yes,,,,
1536,Yes,,,,
1537,Yes,Not employed,,,
1538,Yes,,,,
1539,Yes,,,,
1540,Yes,,,,
1541,Yes,,,,
1542,Yes,,,,
1543,Yes,Not employed,,,
1544,Yes,Not employed,,,
1545,Yes,Employed Part Time,42494,2016-05-04 00:00:00,5/4/2016
1546,Yes,Not employed,,,
1547,Yes,,,,
1548,Yes,,,,
1549,Yes,,,,
1550,Yes,,,,
1551,Yes,,,,
1552,Yes,,,,
1553,No,Not employed,,,
1554,Yes,,,,
1555,Yes,,,,
1556,Yes,,,,
1557,Yes,Employed Part Time,42795,2017-03-01 00:00:00,3/1/2017
1558,Yes,,,,
1559,Yes,,,,
1560,Yes,Not employed,,,
1561,Yes,,,,
1562,Yes,Employed Full Time,42997,2017-09-19 00:00:00,9/19/2017
1563,Yes,Not employed,,,
1564,Yes,Not employed,,,
1565,Yes,Not employed,,,
1566,Yes,Not employed,,,
1567,Yes,,,,
1568,Yes,,,,
1569,Yes,Not employed,,,
1570,Yes,Not employed,,,
1571,Yes,Not employed,,,
1572,Yes,Not employed,,,
1573,Yes,Employed Full Time,42887,2017-06-01 00:00:00,6/1/2017
1574,Yes,Not employed,,,
1575,Yes,Not employed,,,
1576,Yes,Not employed,,,
1577,Yes,Not employed,,,
1578,Yes,Not employed,,,
1579,Yes,Not employed,,,
1580,Yes,Not employed,,,
1581,Yes,Not employed,,,
1582,Yes,Not employed,,,
1583,Yes,Not employed,,,
1584,Yes,Not employed,,,
1585,Yes,Not employed,,,
1586,Yes,Not employed,,,
1587,Yes,Not employed,,,
1588,Yes,Not employed,,,
1589,No,Not employed,,,
1590,Yes,Not employed,,,
1591,Yes,Not employed,,,
1592,Yes,Not employed,,,
1593,Yes,Not employed,,,
1594,Yes,Not employed,,,
1595,No,Not employed,,,
1596,Yes,Not employed,,,
1597,Yes,Not employed,,,
1598,No,Not employed,,,
1599,Yes,Not employed,,,
1600,Yes,Not employed,,,
1601,Yes,,,,
1602,Yes,,,,
1603,Yes,,,,
1604,No,,,,
1605,Yes,Employed Full Time,42922,2017-07-06 00:00:00,7/6/2017
1606,Yes,Not employed,,,
1607,Yes,,,,
1608,Yes,,,,
1609,Yes,,,,
1610,Yes,,,,
1611,Yes,,,,
1612,Yes,,,,
1613,Yes,,,,
1614,Yes,,,,
1615,Yes,Not employed,,,
1616,Yes,,,,
1617,Yes,,,,
1618,Yes,,,,
1619,Yes,Employed Part Time,42370,2016-01-01 00:00:00,1/1/2016
1620,Yes,,,,
1621,Yes,,,,
1622,Yes,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
1623,Yes,Employed Part Time,43070,2017-12-01 00:00:00,12/1/2017
1624,Yes,Not employed,,,
1625,Yes,,,,
1626,Yes,,,,
1627,Yes,,,,
1628,Yes,,,,
1629,Yes,,,,
1630,Yes,,,,
1631,Yes,,,,
1632,Yes,,,,
1633,Yes,,,,
1634,Yes,,,,
1635,Yes,,,,
1636,Yes,,,,
1637,Yes,,,,
1638,Yes,,,,
1639,Yes,,,,
1640,Yes,,,,
1641,Yes,,,,
1642,Yes,Not employed,,,
1643,Yes,,,,
1644,Yes,Not employed,,,
1645,Yes,Not employed,,,
1646,Yes,Employed Part Time,42795,2017-03-01 00:00:00,3/1/2017
1647,Yes,Not employed,,,
1648,Yes,Not employed,,,
1649,Yes,Not employed,,,
1650,Yes,Not employed,,,
1651,Yes,Not employed,,,
1652,Yes,Not employed,,,
1653,Yes,Not employed,,,
1654,Yes,Not employed,,,
1655,Yes,Not employed,,,
1656,Yes,Not employed,,,
1657,Yes,Not employed,,,
1658,Yes,Not employed,,,
1659,Yes,Not employed,,,
1660,Yes,Not employed,,,
1661,Yes,Not employed,,,
1662,Yes,Not employed,,,
1663,Yes,Not employed,,,
1664,Yes,Not employed,,,
1665,Yes,Not employed,,,
1666,Yes,Not employed,,,
1667,Yes,Employed Part Time,43132,2018-02-01 00:00:00,2/1/2018
1668,Yes,Not employed,,,
1669,Yes,Not employed,,,
1670,Yes,Not employed,,,
1671,Yes,Not employed,,,
1672,Yes,Employed Part Time,43132,2018-02-01 00:00:00,2/1/2018
1673,Yes,Not employed,,,
1674,Yes,Not employed,,,
1675,No,Not employed,,,
1676,Yes,Not employed,,,
1677,Yes,Employed Part Time,43339,2018-08-27 00:00:00,8/27/2018
1678,Yes,Not employed,,,
1679,Yes,Not employed,,,
1680,Yes,Employed Part Time,43339,2018-08-27 00:00:00,8/27/2018
1681,No,Employed Full Time,42522,2016-06-01 00:00:00,6/1/2016
1682,No,Not employed,,,
1683,No,Not employed,,,
1684,Yes,Not employed,,,
1685,No,Not employed,,,
1686,No,Not employed,,,
1687,No,Not employed,,,
1688,No,Not employed,,,
1689,No,Not employed,,,
1690,No,Not employed,,,
1691,No,Not employed,,,
1692,No,Not employed,,,
1693,No,Employed Full Time,43101,2018-01-01 00:00:00,1/1/2018
1694,No,Not employed,,,
1695,No,Not employed,,,
1696,No,Not employed,,,
1697,No,Not employed,,,
1698,No,Not employed,,,
1699,No,Not employed,,,
1700,No,Not employed,,,
1701,No,Not employed,,,
1702,Yes,Not employed,,,
1703,Yes,Not employed,,,
1704,Yes,Not employed,,,
1705,Yes,Employed Full Time,43009,2017-10-01 00:00:00,10/1/2017
1706,Yes,Not employed,,,
1707,No,Not employed,,,
1708,No,Not employed,,,
1709,Yes,Not employed,,,
1710,No,Not employed,,,
1711,No,Not employed,,,
1712,No,Not employed,,,
1713,No,Not employed,,,
1714,Yes,Not employed,,,
1715,Yes,Not employed,,,
1716,Yes,Employed Part Time,43347,2018-09-04 00:00:00,9/4/2018
1717,Yes,Not employed,,,
1718,Yes,Not employed,,,
1719,Yes,Employed Part Time,43339,2018-08-27 00:00:00,8/27/2018
1720,Yes,Not employed,,,
1721,Yes,Not employed,,,
1722,Yes,Not employed,,,
1723,Yes,Employed Part Time,43297,2018-07-16 00:00:00,7/16/2018
1724,Yes,Not employed,,,
1725,Yes,Not employed,,,
1726,Yes,Not employed,,,
1727,Yes,Employed Part Time,43255,2018-06-04 00:00:00,6/4/2018
1728,No,Not employed,,,
1729,Yes,Not employed,,,
1730,Yes,Not employed,,,
1731,Yes,Not employed,,,
1732,Yes,Not employed,,,
1733,Yes,Not employed,,,
1734,Yes,Not employed,,,
1735,Yes,Not employed,,,
1736,Yes,Not employed,,,
1737,Yes,Not employed,,,
1738,Yes,Not employed,,,
1739,Yes,Employed Full Time,40736,2011-07-12 00:00:00,7/12/2011
1740,Yes,Not employed,,,
1741,Yes,Not employed,,,
1742,No,Not employed,,,
1743,Yes,Not employed,,,
1744,No,Not employed,,,
1745,No,Not employed,,,
1746,Yes,,,,
1747,Yes,Employed Full Time,42494,2016-05-04 00:00:00,5/4/2016
1748,Yes,Employed Full Time,42125,2015-05-01 00:00:00,5/1/2015
1749,,,,,
1750,Yes,Employed Full Time,43006,2017-09-28 00:00:00,9/28/2017
1751,Yes,,42856,2017-05-01 00:00:00,5/1/2017
1752,,,,,
1753,Yes,Employed Full Time,42125,2015-05-01 00:00:00,5/1/2015
1754,Yes,Employed Full Time,42968,2017-08-21 00:00:00,8/21/2017
1755,Yes,Employed Full Time,42506,2016-05-16 00:00:00,5/16/2016
1756,Yes,Employed Full Time,42317,2015-11-09 00:00:00,11/9/2015
1757,Yes,,,,
1758,Yes,,,,
1759,Yes,,,,
1760,Yes,Employed Full Time,42738,2017-01-03 00:00:00,1/3/2017
1761,Yes,,,,
1762,Yes,,42549,2016-06-28 00:00:00,6/28/2016
1763,Yes,Employed Part Time,42331,2015-11-23 00:00:00,11/23/2015
1764,Yes,,42373,2016-01-04 00:00:00,1/4/2016
1765,Yes,Employed Full Time,42563,2016-07-12 00:00:00,7/12/2016
1766,Yes,Not employed,42975,2017-08-28 00:00:00,8/28/2017
1767,,,,,
1768,Yes,Employed Full Time,42736,2017-01-01 00:00:00,1/1/2017
1769,Yes,Not employed,,,
1770,,,,,
1771,,,,,
1772,Yes,Not employed,,,
1773,,,,,
1774,Yes,Not employed,42964,2017-08-17 00:00:00,8/17/2017
1775,,,,,
1776,,Employed Part Time,36526,2000-01-01 00:00:00,1/1/2000
1777,Yes,,,,
1778,Yes,Employed Full Time,42982,2017-09-04 00:00:00,9/4/2017
1779,Yes,Employed Full Time,42097,2015-04-03 00:00:00,4/3/2015
1780,Yes,,42171,2015-06-16 00:00:00,6/16/2015
1781,Yes,Employed Full Time,42646,2016-10-03 00:00:00,10/3/2016
1782,Yes,Employed Full Time,39479,2008-02-01 00:00:00,2/1/2008
1783,Yes,,,,
1784,Yes,Employed Part Time,42659,2016-10-16 00:00:00,10/16/2016
1785,Yes,Employed Part Time,42828,2017-04-03 00:00:00,4/3/2017
1786,,,,,
1787,Yes,,,,
1788,,,,,
1789,,,,,
1790,Yes,Employed Part Time,42278,2015-10-01 00:00:00,10/1/2015
1791,,Employed Full Time,41568,2013-10-21 00:00:00,10/21/2013
1792,,,,,
1793,,Employed Part Time,42537,2016-06-16 00:00:00,6/16/2016
1794,Yes,Employed Part Time,43101,2018-01-01 00:00:00,1/1/2018
1795,Yes,Not employed,,,
1796,,Employed Full Time,42248,2015-09-01 00:00:00,9/1/2015
1797,Yes,Employed Full Time,42292,2015-10-15 00:00:00,10/15/2015
1798,Yes,Employed Full Time,41865,2014-08-14 00:00:00,8/14/2014
1799,,Employed Full Time,40575,2011-02-01 00:00:00,2/1/2011
1800,Yes,Not employed,,,
1801,,Employed Full Time,43101,2018-01-01 00:00:00,1/1/2018
1802,Yes,Not employed,,,
1803,Yes,Employed Full Time,42060,2015-02-25 00:00:00,2/25/2015
1804,Yes,Employed Full Time,42461,2016-04-01 00:00:00,4/1/2016
1805,Yes,,,,
1806,Yes,Employed Full Time,43101,2018-01-01 00:00:00,1/1/2018
1807,Yes,,,,
1808,Yes,,,,
1809,Yes,,,,
1810,Yes,Employed Part Time,42736,2017-01-01 00:00:00,1/1/2017
1811,Yes,,,,
1812,Yes,,,,
1813,Yes,Employed Part Time,42533,2016-06-12 00:00:00,6/12/2016
1814,,,,,
1815,Yes,Not employed,,,
1816,Yes,,,,
1817,Yes,Employed Full Time,42491,2016-05-01 00:00:00,5/1/2016
1818,,Employed Full Time,33970,1993-01-01 00:00:00,1/1/1993
1819,Yes,,,,
1820,Yes,Employed Full Time,42795,2017-03-01 00:00:00,3/1/2017
1821,Yes,,,,
1822,Yes,Not employed,,,
1823,Yes,,,,
1824,Yes,Employed Part Time,42736,2017-01-01 00:00:00,1/1/2017
1825,Yes,Not employed,,,
1826,,Employed Full Time,42109,2015-04-15 00:00:00,4/15/2015
1827,Yes,Employed Full Time,43185,2018-03-26 00:00:00,3/26/2018
1828,Yes,,,,
1829,Yes,Not employed,,,
1830,Yes,Employed Part Time,40909,2012-01-01 00:00:00,1/1/2012
1831,,,,,
1832,Yes,Not employed,,,
1833,Yes,Employed Full Time,42036,2015-02-01 00:00:00,2/1/2015
1834,Yes,,,,
1835,Yes,,,,
