agency,clientid,quarter,baseline_baseline,dob,dob_cat,gender,race,maritalstatus,highested,housingtype,hhadults,hhchildren,criminalbackground,zipcode,date,accessemployment_baseline,employmentstatus_baseline,employmentstartdate_baseline,employmentretention_baseline,jobtrainingenrolled_baseline,jobtrainingcompleted_baseline,savings_baseline,creditscore_baseline,debt_baseline,wages1_baseline,hours1_baseline,wages2_baseline,hours2_baseline,incomeclient_baseline,incomehh_baseline,publicbenefits_baseline,expenseshh_baseline,accessincome_baseline,accessfinancialcoach_baseline,bundledservices_baseline,fincap_budget_baseline,fincap_goals_baseline,fincap_emergencyfund_baseline,fincap_autodeposit_baseline,fincap_incomeexpenses_baseline,fincap_latefee_baseline,accessincome_alltime,accessemployment_alltime,accessfinancialcoach_alltime,bundledservices_alltime,clientid_checkin,quarter_checkin,accessemployment_checkin,employmentstatus_checkin,employmentstartdate_checkin,employmentretention_checkin,jobtrainingenrolled_checkin,jobtrainingcompleted_checkin,savings_checkin,creditscore_checkin,debt_checkin,wages1_checkin,hours1_checkin,wages2_checkin,hours_checkin,incomeclient_checkin,incomehh_checkin,publicbenefits_checkin,expenseshh_checkin,accessincome_checkin,accessfinancialcoach_checkin,bundledservices_checkin,fincap_budget_checkin,fincap_goals_checkin,fincap_emergencyfund_checkin,fincap_autodeposit_checkin,fincap_incomeexpenses_checkin,fincap_latefee_checkin
CCD,1036595,2016 Q2,t,1980-05-31 00:00:00,1971-1980,Female,White,Single,Unknown,Rents,,,,75149,2016-04-01 00:00:00,No,,,,No,No,,,,,,,,1000.0,1000.0,500.0,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1036596,2016 Q2,t,1959-11-11 00:00:00,1951-1960,Male,Black or African American,Married or Domestic Partnership,Unknown,Owns,,,,75231,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,,,,,,,,0.0,1200.0,150.0,,Yes,No,1,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1036632,2016 Q2,t,1971-07-29 00:00:00,1971-1980,Male,Black or African American,Divorced,Unknown,Rents,,,,75254,2016-04-01 00:00:00,No,,,,No,No,,,,,,,,1400.0,1400.0,,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1036695,2016 Q1,t,1988-05-21 00:00:00,1981-1990,Female,Hispanic,Married or Domestic Partnership,Unknown,Unknown,,,,75070,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,,5000.0,511.0,,Yes,No,1,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1036884,2016 Q1,t,1958-11-05 00:00:00,1951-1960,Male,Black or African American,Divorced,Unknown,Unknown,,,,75243,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,0.0,0.0,,,Yes,No,1,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1036893,2016 Q2,t,1963-01-23 00:00:00,1961-1970,Female,Hispanic,Single,Unknown,Unknown,,,,75211,2016-04-01 00:00:00,No,,,,No,No,,,,,,,,220.0,220.0,,,No,No,0,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037080,2016 Q1,t,1986-02-04 00:00:00,1981-1990,Female,Hispanic,Single,Unknown,Rents,,,,75218,2016-01-01 00:00:00,No,Employed Full Time,,,No,No,,550,,,,,,1400.0,1400.0,,,Yes,Yes,2,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037082,2016 Q2,t,1977-12-22 00:00:00,1971-1980,Female,White,Unknown,Unknown,Rents,,,,75074,2016-04-01 00:00:00,No,,,,No,No,,719,,,,,,,,815.0,,No,Yes,1,Yes,Very confident,Yes,No,,Yes,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037195,2016 Q2,t,1962-03-08 00:00:00,1961-1970,Male,White,Single,Unknown,Owns,,,,75206,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,,663,,,,,,3000.0,3000.0,,,Yes,No,1,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037253,2016 Q2,t,1978-08-04 00:00:00,1971-1980,Male,White,Single,Unknown,Owns,,,,75081,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,20000,825,,,,,,,,,,No,No,0,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037321,2016 Q2,t,1963-05-06 00:00:00,1961-1970,Female,Black or African American,Married or Domestic Partnership,Unknown,Rents,,,,75243,2016-04-01 00:00:00,No,,,,No,No,1000,620,17600,,,,,1700.0,5100.0,782.0,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037360,2016 Q2,t,1963-07-18 00:00:00,1961-1970,Male,Unknown,Married or Domestic Partnership,Unknown,Unknown,,,,75069,2016-04-01 00:00:00,No,,,,No,No,0,,90391.41,,,,,3320.0,3320.0,,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037507,2016 Q2,t,1985-11-05 00:00:00,1981-1990,Female,White,Unknown,"HS, GED, or equivalent",Rents,2,4,No,75212,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,,,,,,,,0.0,1100.0,700.0,,Yes,No,1,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037538,2016 Q1,t,1990-07-06 00:00:00,1981-1990,Female,Asian,Single,Unknown,Rents,,,,75211,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,1978.0,1978.0,0.0,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037540,2016 Q1,t,1990-07-13 00:00:00,1981-1990,Female,Black or African American,Single,Unknown,Rents,,,,75150,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,590.0,590.0,511.0,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037836,2016 Q2,t,1980-11-25 00:00:00,1971-1980,Female,Hispanic,Married or Domestic Partnership,Unknown,Rents,,,,75211,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,400,,,,,,,1638.0,2838.0,0.0,,Yes,Yes,2,No,Very confident,No,Yes,No,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037846,2016 Q2,t,1987-10-10 00:00:00,1981-1990,Female,Hispanic,Single,Unknown,Rents,,,,75211,2016-04-01 00:00:00,Yes,,,,No,No,,,,,,,,0.0,0.0,,,No,No,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037849,2016 Q2,t,1989-08-30 00:00:00,1981-1990,Female,Hispanic,Single,Unknown,Rents,,,,75211,2016-04-01 00:00:00,Yes,,,,No,No,,,,,,,,,,,,No,No,1,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037855,2016 Q1,t,,,Female,Hispanic,Unknown,Unknown,Unknown,,,,,2016-01-01 00:00:00,Yes,,,,No,No,,,,,,,,,,,,No,No,1,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037877,2016 Q2,t,1955-04-18 00:00:00,1951-1960,Female,White,Unknown,Unknown,Owns,,,,75231,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,,525,500,,,,,,1000.0,300.0,,No,No,0,Yes,Very confident,No,No,Yes,Yes,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037909,2016 Q1,t,1973-09-27 00:00:00,1971-1980,Female,Hispanic,Unknown,Less than HS,Rents,2,5,No,75224,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,0.0,1800.0,,,Yes,No,1,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037916,2016 Q1,t,1994-05-26 00:00:00,1991-2000,Female,Black or African American,Single,Unknown,Unknown,,,,75216,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,600.0,600.0,,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037942,2016 Q1,t,1985-07-05 00:00:00,1981-1990,Female,Black or African American,Married or Domestic Partnership,Unknown,Unknown,,,,75041,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,1750.0,1750.0,1146.0,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037967,2016 Q2,t,1968-02-25 00:00:00,1961-1970,Female,Hispanic,Divorced,Unknown,Rents,,,,75010,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,,,25000,,,,,1783.0,1783.0,,,Yes,No,1,Yes,Somewhat confident,No,No,Yes,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1037982,2016 Q2,t,1980-06-20 00:00:00,1971-1980,Male,Unknown,Unknown,Unknown,Unknown,,,,,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,0,550,7000,,,,,5500.0,8700.0,0.0,,Yes,Yes,2,Yes,Very confident,No,Yes,Yes,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038057,2016 Q1,t,1975-12-17 00:00:00,1971-1980,Female,Hispanic,Married or Domestic Partnership,Unknown,Rents,,,,75232,2016-01-01 00:00:00,No,,,,No,No,0,,,,,,,0.0,800.0,440.0,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038065,2016 Q2,t,1976-06-11 00:00:00,1971-1980,Female,White,Single,Unknown,Unknown,,,,75216,2016-04-01 00:00:00,Yes,Employed Full Time,,,No,No,0,,6000,,,,,2900.0,2900.0,570.0,,Yes,Yes,3,No,Very confident,No,Yes,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038079,2016 Q1,t,1993-06-21 00:00:00,1991-2000,Female,Hispanic,Married or Domestic Partnership,Unknown,Unknown,,,,75211,2016-01-01 00:00:00,Yes,,,,No,No,,,,,,,,,,,,No,No,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038080,2016 Q1,t,1953-02-04 00:00:00,1951-1960,Female,Black or African American,Unknown,Unknown,Unknown,,,,75243,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,,,,,No,No,0,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038081,2016 Q2,t,1964-11-24 00:00:00,1961-1970,Female,Multiple,Unknown,Associate Degree,Rents,2,3,No,75080,2016-04-01 00:00:00,No,,,,No,No,,700,,,,,,,1700.0,,,No,No,0,No,Not at all confident,No,Yes,No,Yes,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038097,2016 Q2,t,1990-06-13 00:00:00,1981-1990,Female,Hispanic,Unknown,Unknown,Rents,,,,75211,2016-04-01 00:00:00,No,,,,No,No,,,,,,,,,2500.0,,,Yes,No,1,No,Somewhat confident,Yes,Yes,Yes,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038099,2016 Q2,t,1968-11-24 00:00:00,1961-1970,Female,Hispanic,Unknown,Less than HS,Rents,4,1,No,75211,2016-04-01 00:00:00,No,,,,Yes,Yes,0,,,,,,,300.0,300.0,,,No,Yes,1,Yes,Somewhat confident,,No,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038195,2016 Q1,t,1977-04-03 00:00:00,1971-1980,Female,Hispanic,Single,Unknown,Rents,,,,75217,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,1100.0,1100.0,356.0,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038198,2016 Q2,t,1963-03-07 00:00:00,1961-1970,Male,Hispanic,Married or Domestic Partnership,Unknown,Rents,,,,75214,2016-04-01 00:00:00,No,,,,No,No,,,,,,,,0.0,600.0,,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038217,2016 Q1,t,1991-03-18 00:00:00,1991-2000,Female,Black or African American,Separated,Unknown,Rents,,,,75237,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,200.0,200.0,,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038226,2016 Q1,t,1976-08-13 00:00:00,1971-1980,Female,Hispanic,Single,Unknown,Rents,,,,75089,2016-01-01 00:00:00,Yes,,,,No,No,,,,,,,,,,,,No,No,1,No,Somewhat confident,No,No,Yes,Yes,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038273,2016 Q2,t,1977-01-31 00:00:00,1971-1980,Female,Hispanic,Unknown,Associate Degree,Rents,1,2,No,75006,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,0,620,3000,,,,,2532.0,2532.0,174.0,,No,No,0,Yes,Somewhat confident,No,No,Yes,No,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038278,2016 Q1,t,1973-06-09 00:00:00,1971-1980,Male,Hispanic,Married or Domestic Partnership,Unknown,Rents,,,,75216,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,2000.0,2000.0,0.0,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038296,2016 Q2,t,1964-06-25 00:00:00,1961-1970,Male,White,Unknown,Unknown,Rents,,,,75223,2016-04-01 00:00:00,Yes,,,,No,No,,,,,,,,0.0,0.0,0.0,,No,No,1,No,Somewhat confident,No,No,No,Yes,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038305,2018 Q1,t,1976-09-12 00:00:00,1971-1980,Female,Hispanic,Single,Less than HS,Rents,1,1,No,75212,2018-01-01 00:00:00,No,Employed Part Time,10/1/2008,,,,,570,,8.5,20.0,,,680.0,1505.0,505.0,1665.0,Yes,Yes,2,No,Not at all confident,Yes,No,,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038352,2016 Q3,t,,,Female,Black or African American,Unknown,"HS, GED, or equivalent",Rents,1,3,No,,2016-07-01 00:00:00,No,Employed Full Time,,,No,No,0,,2444.55,,,,,1689.0,1689.0,,1616.68,No,Yes,1,Yes,Very confident,No,Yes,No,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038366,2016 Q1,t,1949-03-17 00:00:00,1941-1950,Male,Hispanic,Married or Domestic Partnership,Unknown,Unknown,,,,75042,2016-01-01 00:00:00,No,Employed Full Time,,,No,No,,,,10.0,40.0,,,1600.0,1600.0,,,Yes,Yes,2,,Not at all confident,No,Yes,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038367,2016 Q2,t,1977-06-25 00:00:00,1971-1980,Female,Hispanic,Unknown,Associate Degree,Rents,5,3,No,75042,2016-04-01 00:00:00,Yes,,,,No,No,0,,,,,,,1031.0,1031.0,98.0,,No,Yes,2,No,Not at all confident,No,Yes,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038413,2016 Q1,t,1987-01-23 00:00:00,1981-1990,Female,Hispanic,Separated,Unknown,Rents,,,,75211,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,200.0,200.0,,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038468,2016 Q2,t,1965-07-18 00:00:00,1961-1970,Female,Hispanic,Married or Domestic Partnership,Unknown,Rents,,,,75233,2016-04-01 00:00:00,No,,,,Yes,Yes,,,,,,,,0.0,1600.0,,,Yes,Yes,2,No,Somewhat confident,No,No,No,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038473,2016 Q1,t,1936-08-26 00:00:00,1931-1940,Female,Hispanic,Single,Unknown,Unknown,,,,75216,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,0.0,0.0,1495.4,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038479,2016 Q1,t,1960-07-29 00:00:00,1951-1960,Female,Black or African American,Single,Unknown,Rents,,,,75236,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,1300.0,1300.0,357.0,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038521,2016 Q2,t,1967-03-08 00:00:00,1961-1970,Male,Hispanic,Unknown,Unknown,Unknown,,,,,2016-04-01 00:00:00,No,,,,No,No,400,,,,,,,2736.0,3086.0,0.0,,No,No,0,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038550,2017 Q2,t,1988-03-16 00:00:00,1981-1990,Male,Black or African American,,,,,,,75243,2017-04-01 00:00:00,Yes,,,,No,No,200,600,2000,0.0,,,,2000.0,2000.0,,1900.0,Yes,Yes,3,Yes,Somewhat confident,No,No,Yes,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038574,2016 Q1,t,1994-12-15 00:00:00,1991-2000,Female,Black or African American,Single,Unknown,Rents,,,,75203,2016-01-01 00:00:00,No,,,,No,No,,540,513,,,,,288.0,288.0,253.0,,Yes,No,1,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038575,2016 Q2,t,1965-09-19 00:00:00,1961-1970,Female,Black or African American,Single,Unknown,Rents,,,,75041,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,,490,450,,,,,1400.0,1400.0,184.0,,Yes,No,1,No,Somewhat confident,No,No,Yes,Yes,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038576,2016 Q1,t,1965-09-18 00:00:00,1961-1970,Female,Black or African American,Single,Unknown,Rents,,,,75228,2016-01-01 00:00:00,No,,,,No,No,,540,5000,,,,,456.0,456.0,18.0,,Yes,No,1,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038583,2016 Q2,t,1963-11-01 00:00:00,1961-1970,Male,Black or African American,Unknown,Unknown,Unknown,3,0,No,75243,2016-04-01 00:00:00,No,,,,No,No,,548,5000,,,,,974.0,1624.0,348.0,,Yes,No,1,Yes,Somewhat confident,No,No,Yes,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038636,2016 Q2,t,1968-09-13 00:00:00,1961-1970,Female,Black or African American,Single,Unknown,Rents,,,,75240,2016-04-01 00:00:00,No,,,,No,No,300,500,50000,,,,,1340.0,1340.0,16.0,,Yes,No,1,Yes,Somewhat confident,No,Yes,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038665,2016 Q2,t,1960-01-01 00:00:00,1951-1960,Female,Black or African American,Widowed,Unknown,Unknown,,,,75088,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,,,,,,,,,,,,No,No,0,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038680,2016 Q2,t,1992-08-25 00:00:00,1991-2000,Female,Hispanic,Unknown,Less than HS,Rents,1,3,No,75211,2016-04-01 00:00:00,Yes,,,,No,No,,,,,,,,,,,,No,No,1,Yes,Very confident,No,No,No,Yes,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038731,2016 Q1,t,1966-04-30 00:00:00,1961-1970,Male,Hispanic,Unknown,Unknown,Unknown,,,,75203,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,,,,,No,No,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038733,2016 Q1,t,1963-01-03 00:00:00,1961-1970,Female,Black or African American,Unknown,Unknown,Unknown,,,,75233,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,0.0,0.0,488.67,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038750,2016 Q1,t,1980-12-20 00:00:00,1971-1980,Male,Black or African American,Unknown,Unknown,Unknown,,,,75243,2016-01-01 00:00:00,No,,,,No,No,0,700,3000,,,,,2900.0,2900.0,,,No,No,0,Yes,Very confident,No,No,Yes,No,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038787,2016 Q4,t,1967-12-12 00:00:00,1961-1970,Female,Black or African American,Unknown,Less than HS,Rents,2,0,No,75208,2016-10-01 00:00:00,Yes,,,,No,No,,,,,,,,,,,260.0,No,No,1,No,Not at all confident,No,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038808,2016 Q3,t,1981-08-28 00:00:00,1981-1990,Male,White,Unknown,"HS, GED, or equivalent",Rents,1,0,No,75231,2016-07-01 00:00:00,Yes,,,,No,No,0,,,,,,,,,,500.0,Yes,Yes,3,Yes,Not at all confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038826,2016 Q1,t,1987-07-20 00:00:00,1981-1990,Female,White,Unknown,Unknown,Unknown,,,,75228,2016-01-01 00:00:00,No,,,,No,No,0,670,7350,,,,,1200.0,4200.0,,,No,No,0,No,Somewhat confident,No,No,Yes,No,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038869,2018 Q1,t,1962-04-29 00:00:00,1961-1970,Female,White,Married or Domestic Partnership,Less than HS,Owns,2,3,No,75212,2018-01-01 00:00:00,No,,,,,,,,,0.0,,,,,1300.0,0.0,1829.0,No,Yes,1,,Not at all confident,,,,,1,1,1,3,1038869,2018 Q4,,Not employed,,,,,100,728,700,,,,,1300.0,800.0,0.0,1929.0,Yes,Yes,2,Yes,Not at all confident,No,No,No,Yes
CCD,1038889,2016 Q1,t,1966-09-03 00:00:00,1961-1970,Male,Hispanic,Unknown,Unknown,Unknown,,,,75211,2016-01-01 00:00:00,No,,,,No,No,,,,,,,,200.0,200.0,0.0,,No,No,0,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038909,2016 Q2,t,1976-01-19 00:00:00,1971-1980,Male,Black or African American,Unknown,Unknown,Unknown,,,,75215,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,0,516,,,,,,,,94.0,,Yes,No,1,,Very confident,No,No,,Yes,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038936,2016 Q2,t,1983-10-13 00:00:00,1981-1990,Female,Hispanic,Unknown,Less than HS,Rents,10,6,No,75212,2016-04-01 00:00:00,Yes,,,,No,No,,,,,,,,0.0,0.0,435.0,,Yes,Yes,3,No,Very confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038944,2017 Q1,t,1966-01-16 00:00:00,1961-1970,Female,Black or African American,Unknown,Unknown,Rents,2,5,No,75150,2017-01-01 00:00:00,No,,,No,,No,,,,,,,,792.0,792.0,,500.0,Yes,No,1,No,Somewhat confident,No,No,No,No,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038950,2016 Q2,t,1967-08-05 00:00:00,1961-1970,Female,Hispanic,Unknown,"HS, GED, or equivalent",Rents,3,0,No,75211,2016-04-01 00:00:00,No,,,,Yes,Yes,0,,,,,,,300.0,1800.0,,,Yes,Yes,2,No,Very confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038951,2016 Q2,t,1971-08-07 00:00:00,1971-1980,Female,Hispanic,Unknown,"HS, GED, or equivalent",Owns,2,4,No,75211,2016-04-01 00:00:00,No,,,,Yes,Yes,,,,,,,,0.0,1960.0,,,Yes,Yes,2,No,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038995,2016 Q2,t,2015-07-23 00:00:00,2011+,Male,Black or African American,Unknown,Unknown,Unknown,,,,75218,2016-04-01 00:00:00,No,,,,No,No,,,,,,,,1360.0,1360.0,,,No,No,0,No,Very confident,No,No,,Yes,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1038997,2016 Q2,t,1964-06-02 00:00:00,1961-1970,Male,Black or African American,Unknown,Unknown,Unknown,,,,75212,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,800,611,790000,,,,,1000.0,2880.0,,,No,No,0,Yes,Very confident,No,No,No,Yes,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1039041,2016 Q4,t,1992-12-25 00:00:00,1991-2000,Female,Black or African American,Unknown,Less than HS,Rents,1,0,Yes,75243,2016-10-01 00:00:00,No,Employed Part Time,,,No,No,,,,,,,,,,,,Yes,No,1,No,Somewhat confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1039057,2016 Q1,t,,,Female,Hispanic,Unknown,Unknown,Unknown,,,,,2016-01-01 00:00:00,No,,,,Yes,No,,,,,,,,,,,,No,No,0,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1039096,2016 Q2,t,1986-05-26 00:00:00,1981-1990,Female,Hispanic,Unknown,Unknown,Unknown,,,,75050,2016-04-01 00:00:00,No,Employed Part Time,,,No,No,100,,,,,,,2000.0,2000.0,,,Yes,Yes,2,Yes,Very confident,Yes,Yes,Yes,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1039114,2016 Q2,t,1953-03-08 00:00:00,1951-1960,Female,Asian,Unknown,Unknown,Unknown,,,,75230,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,0,680,2000,,,,,1084.0,1084.0,,,No,No,0,No,Very confident,No,No,Yes,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1039115,2016 Q2,t,1968-05-11 00:00:00,1961-1970,Female,Black or African American,Unknown,Unknown,Unknown,,,,75104,2016-04-01 00:00:00,No,Employed Full Time,,,No,No,,540,,,,,,0.0,0.0,64.0,,Yes,No,1,No,Very confident,No,No,No,Yes,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1039177,2016 Q2,t,1979-01-02 00:00:00,1971-1980,Female,Black or African American,Unknown,Unknown,Unknown,,,,75243,2016-04-01 00:00:00,Yes,,,,Yes,Yes,,,,,,,,,,,,No,No,1,No,Very confident,Yes,Yes,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1039217,2016 Q1,t,1961-07-29 00:00:00,1961-1970,Female,Black or African American,Unknown,Less than HS,Homeless,1,1,Yes,75201,2016-01-01 00:00:00,Yes,,,,No,No,0,,,,,,,0.0,0.0,,,Yes,Yes,3,No,Somewhat confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCD,1039318,2016 Q1,t,1942-07-06 00:00:00,1941-1950,Female,Black or African American,Single,Unknown,Unknown,,,,75042,2016-01-01 00:00:00,No,,,,No,No,0,735,5000,,,,,,,1300.0,,No,No,0,No,Not at all confident,No,No,No,Yes,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
