employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted,to_timestamp_from_excel
860,No,Not employed,,,No,No,
861,Yes,Employed Full Time,42992,,No,No,2017-09-14 00:00:00
862,Yes,Not employed,,,No,No,
863,No,Not employed,,,Yes,Yes,
864,Yes,Not employed,,,No,No,
865,Yes,Not employed,,,Yes,No,
866,Yes,Employed Part Time,42983,,No,No,2017-09-05 00:00:00
867,No,Employed Full Time,42917,,,,2017-07-01 00:00:00
868,Yes,Not employed,,,No,No,
869,No,Not employed,,,No,No,
870,Yes,Not employed,,,No,No,
871,No,Employed Part Time,42781,,Yes,No,2017-02-15 00:00:00
872,No,Not employed,,,Yes,No,
873,No,Employed Full Time,42753,,Yes,No,2017-01-18 00:00:00
874,No,Not employed,,,Yes,No,
875,Yes,Not employed,,,Yes,Yes,
876,Yes,Not employed,,,No,No,
877,Yes,Not employed,,,No,No,
878,Yes,Employed Full Time,42682,,Yes,Yes,2016-11-08 00:00:00
879,Yes,,,,No,No,
880,Yes,Not employed,,,No,No,
881,No,,,,,,
882,No,Not employed,,,No,No,
883,Yes,Not employed,,,No,No,
884,No,Not employed,,,,,
885,Yes,Not employed,,,No,No,
886,Yes,Employed Full Time,42935,,,,2017-07-19 00:00:00
887,Yes,Not employed,,,Yes,No,
888,No,Not employed,,,,,
889,Yes,Not employed,,,Yes,No,
890,No,Not employed,,,No,No,
891,No,Employed Full Time,42445,,No,No,2016-03-16 00:00:00
892,Yes,Not employed,,,Yes,Yes,
893,Yes,Not employed,,,No,No,
894,Yes,,1,,,,1900-01-01 00:00:00
895,Yes,Not employed,,,Yes,No,
896,Yes,Not employed,,,Yes,No,
897,No,Employed Full Time,42445,,No,No,2016-03-16 00:00:00
898,Yes,Not employed,,,No,No,
899,Yes,Employed Part Time,43009,,Yes,No,2017-10-01 00:00:00
900,No,Not employed,,,No,No,
901,Yes,Not employed,,,Yes,No,
902,Yes,Not employed,,,Yes,No,
903,Yes,Not employed,,,Yes,No,
904,Yes,Not employed,,,No,No,
905,No,Not employed,,,No,No,
906,No,Employed Full Time,43024,,No,No,2017-10-16 00:00:00
907,No,Employed Full Time,43009,,Yes,No,2017-10-01 00:00:00
908,Yes,,,,No,No,
909,Yes,Not employed,,,No,No,
910,Yes,,,,No,No,
911,No,Employed Full Time,41232,,No,No,2012-11-19 00:00:00
912,Yes,Not employed,,,No,No,
913,No,Not employed,,,No,No,
914,No,,,,No,No,
915,No,Employed Full Time,39138,,No,No,2007-02-25 00:00:00
916,Yes,,,,No,No,
917,No,Employed Full Time,43112,,,,2018-01-12 00:00:00
918,No,,,,,,
919,No,,,,No,No,
920,Yes,,,,No,No,
921,Yes,,,,No,No,
922,No,,,,No,No,
923,No,0,1,,,,1900-01-01 00:00:00
924,No,,,,,,
925,Yes,,,,No,No,
926,No,,,,No,No,
927,No,,,,No,No,
928,No,Employed Part Time,36010,,No,No,1998-08-03 00:00:00
929,Yes,,,,No,No,
930,Yes,,,,No,No,
931,No,,,,No,No,
932,Yes,,,,Yes,No,
933,Yes,,,,Yes,No,
934,Yes,,,,No,No,
935,No,Employed Full Time,43054,,Yes,Yes,2017-11-15 00:00:00
936,No,,,,No,No,
937,No,,,,No,No,
938,No,,,,No,No,
939,No,Employed Full Time,42170,,No,No,2015-06-15 00:00:00
940,No,,,,No,No,
941,Yes,Employed Full Time,42709,,No,No,2016-12-05 00:00:00
942,Yes,,,,No,No,
943,Yes,,,,No,No,
944,No,,,,No,No,
945,No,Employed Full Time,43042,,No,No,2017-11-03 00:00:00
946,No,Employed Part Time,42828,,No,No,2017-04-03 00:00:00
947,No,Employed Full Time,36285,,,,1999-05-05 00:00:00
948,Yes,,,,No,No,
949,No,,,,No,No,
950,No,Employed Full Time,43052,,No,No,2017-11-13 00:00:00
951,Yes,,,,No,No,
952,Yes,Employed Full Time,42716,,No,No,2016-12-12 00:00:00
953,No,,,,No,No,
954,No,Employed Part Time,43019,,No,No,2017-10-11 00:00:00
955,No,,,,No,No,
956,Yes,Employed Full Time,40247,,No,No,2010-03-10 00:00:00
957,No,,,,No,No,
958,No,,,,No,No,
959,No,0,3,,,,1900-01-03 00:00:00
960,No,,,,No,No,
961,Yes,,,,No,No,
962,Yes,Employed Full Time,43011,,No,No,2017-10-03 00:00:00
963,No,Employed Full Time,43313,,,,2018-08-01 00:00:00
964,No,,,,No,No,
965,No,Employed Full Time,28126,,No,No,1977-01-01 00:00:00
966,Yes,,,,No,No,
967,No,,,,,,
968,Yes,,,,No,No,
969,Yes,,,,No,No,
970,No,Employed Full Time,42660,,No,No,2016-10-17 00:00:00
971,No,,,,No,No,
972,No,,,,No,No,
973,No,Employed Full Time,42107,,No,No,2015-04-13 00:00:00
974,No,,,,No,No,
975,Yes,,,,No,No,
976,Yes,Employed Full Time,37723,,No,No,2003-04-12 00:00:00
977,Yes,,,,No,No,
978,Yes,,,,,,
979,No,,,,No,No,
980,No,,,,No,No,
981,Yes,Employed Full Time,42807,,No,No,2017-03-13 00:00:00
982,Yes,Employed Full Time,43082,,No,No,2017-12-13 00:00:00
983,Yes,,,,No,No,
984,No,Employed Part Time,42807,,No,No,2017-03-13 00:00:00
985,No,,,,No,No,
986,No,,,,,,
987,Yes,,,,Yes,,
988,Yes,,,,,,
989,No,Employed Full Time,42036,,,,2015-02-01 00:00:00
990,No,,,,,,
991,No,Employed Full Time,43102,,,,2018-01-02 00:00:00
992,Yes,,,,,,
993,No,Employed Part Time,40603,,,,2011-03-01 00:00:00
994,No,Employed Full Time,42993,,,,2017-09-15 00:00:00
995,No,Employed Full Time,43105,,,,2018-01-05 00:00:00
996,No,,,,,,
997,No,,,,,,
998,No,Employed Full Time,42339,,,,2015-12-01 00:00:00
999,No,,,,,,
1000,No,,,,,,
1001,No,Employed Part Time,42926,,,,2017-07-10 00:00:00
1002,No,Employed Part Time,42675,,,,2016-11-01 00:00:00
1003,No,,,,,,
1004,No,,,,,,
1005,No,Employed Full Time,34182,,,,1993-08-01 00:00:00
1006,No,,,,,,
1007,No,Employed Full Time,42647,,,,2016-10-04 00:00:00
1008,Yes,,,,,,
1009,No,Employed Full Time,42122,,,,2015-04-28 00:00:00
1010,No,Employed Full Time,42583,,,,2016-08-01 00:00:00
1011,No,Employed Part Time,43024,,,,2017-10-16 00:00:00
1012,No,,,,,,
1013,No,,,,,,
1014,No,,,,,,
1015,No,,,,,,
1016,No,,,,,,
1017,No,,,,,,
1018,No,,,,,,
1019,No,,,,,,
1020,Yes,Employed Part Time,43434,,,,2018-11-30 00:00:00
1021,No,,,,,,
1022,No,,,,,,
1023,Yes,,,,,,
1024,No,Employed Full Time,,,,,
1025,Yes,,,,,,
1026,No,Employed Full Time,42774,,,,2017-02-08 00:00:00
1027,No,Employed Full Time,42905,,,,2017-06-19 00:00:00
1028,Yes,,,,,,
1029,No,,,,,,
1030,No,Employed Full Time,39661,,,,2008-08-01 00:00:00
1031,No,Employed Part Time,38718,,,,2006-01-01 00:00:00
1032,No,,,,,,
1033,No,,,,,,
1034,Yes,,,,,,
1035,No,,,,,,
1036,Yes,,,,,,
1037,No,,,,,,
1038,No,,,,,,
1039,No,,,,,,
1040,No,,,,,,
1041,No,,,,,,
1042,No,,,,,,
1043,No,Employed Part Time,,,,,
1044,No,,,,,,
1045,No,,,,,,
1046,No,Employed Part Time,42591,,,,2016-08-09 00:00:00
1047,Yes,Not employed,,,,,
1048,Yes,,,,,,
1049,Yes,,,,,,
1050,Yes,Employed Part Time,43160,,,,2018-03-01 00:00:00
1051,No,,,,,,
1052,No,,,,,,
1053,No,,,,,,
1054,Yes,Not employed,,,,,
1055,No,Employed Full Time,43100,,,,2017-12-31 00:00:00
1056,No,,,,,,
1057,No,,,,,,
1058,No,,,,,,
1059,No,,,,,,
1060,No,,,,,,
1061,No,,,,,,
1062,No,,,,,,
1063,No,,,,,,
1064,No,,,,,,
1065,No,,,,,,
1066,No,,,,,,
1067,No,,,,,,
1068,No,,,,,,
1069,No,,,,,,
1070,No,,,,,,
1071,No,,,,,,
1072,No,Employed Full Time,42839,,,,2017-04-14 00:00:00
1073,No,Employed Full Time,42948,,,,2017-08-01 00:00:00
1074,No,Employed Full Time,42109,,,,2015-04-15 00:00:00
1075,No,,,,,,
1076,No,,,,,,
1077,No,Employed Full Time,42200,,,,2015-07-15 00:00:00
1078,Yes,Employed Full Time,41744,,,,2014-04-15 00:00:00
1079,Yes,,,,,,
1080,No,Employed Full Time,43087,,,,2017-12-18 00:00:00
1081,Yes,,,,,,
1082,Yes,,,,,,
1083,Yes,,,,,,
1084,Yes,Employed Part Time,42139,,,,2015-05-15 00:00:00
1085,No,,,,,,
1086,No,,,,,,
1087,No,Employed Full Time,43201,,,,2018-04-11 00:00:00
1088,No,Employed Full Time,42993,,,,2017-09-15 00:00:00
1089,Yes,Not employed,,,,,
1090,No,Not employed,,,,,
1091,No,Not employed,,,,,
1092,Yes,Not employed,,,,,
1093,No,Not employed,,,,,
1094,No,Not employed,,,,,
1095,No,,,,,,
1096,No,,,,,,
1097,No,,,,,,
1098,No,,,,,,
1099,No,,,,,,
1100,Yes,,,,,,
1101,No,Employed Full Time,43102,,,,2018-01-02 00:00:00
1102,No,Employed Full Time,38216,,,,2004-08-17 00:00:00
1103,No,Employed Full Time,37987,,,,2004-01-01 00:00:00
1104,No,,,,,,
1105,No,,,,,,
1106,No,Employed Full Time,42814,,,,2017-03-20 00:00:00
1107,No,Employed Full Time,42948,Yes,,,2017-08-01 00:00:00
1108,No,,,,,,
1109,No,,,,,,
1110,No,Employed Part Time,42737,,,,2017-01-02 00:00:00
1111,No,,,,,,
1112,No,,,,,,
1113,Yes,Not employed,,,,,
1114,No,Employed Full Time,43108,,,,2018-01-08 00:00:00
1115,No,Employed Full Time,43087,,,,2017-12-18 00:00:00
1116,No,Employed Full Time,43117,,,,2018-01-17 00:00:00
1117,No,,,,,,
1118,No,Employed Full Time,43129,,,,2018-01-29 00:00:00
1119,No,,,,,,
1120,No,Employed Full Time,43116,,,,2018-01-16 00:00:00
1121,Yes,Not employed,,,,,
1122,Yes,Not employed,,,,,
1123,No,Employed Full Time,43101,,,,2018-01-01 00:00:00
1124,No,Employed Full Time,42005,,,,2015-01-01 00:00:00
1125,No,Not employed,,,,,
1126,No,Not employed,,,,,
1127,No,Employed Full Time,39722,,,,2008-10-01 00:00:00
1128,Yes,Not employed,,,,Yes,
1129,No,0,3,,,,1900-01-03 00:00:00
1130,No,0,3,,,,1900-01-03 00:00:00
1131,Yes,Not employed,,,,,
1132,Yes,Employed Full Time,40878,,,,2011-12-01 00:00:00
1133,No,Not employed,,,,,
1134,No,Not employed,,,,,
1135,No,Employed Full Time,43192,Yes,,,2018-04-02 00:00:00
1136,No,Not employed,,,,,
1137,No,Not employed,,,,,
1138,No,Not employed,,,,,
1139,No,Not employed,,,,,
1140,No,Not employed,,,,,
1141,No,Not employed,,,,,
1142,Yes,Not employed,,,,Yes,
1143,Yes,Not employed,,,,,
1144,Yes,Not employed,,,,,
1145,No,Not employed,,,,,
1146,No,Employed Full Time,43199,,,,2018-04-09 00:00:00
1147,Yes,Employed Full Time,40940,,,,2012-02-01 00:00:00
1148,No,Employed Full Time,42919,,,,2017-07-03 00:00:00
1149,No,Employed Full Time,40057,,,,2009-09-01 00:00:00
1150,No,0,3,,,,1900-01-03 00:00:00
1151,No,Employed Full Time,40179,,,,2010-01-01 00:00:00
1152,Yes,Not employed,,,,,
1153,Yes,Not employed,,,,,
1154,No,Not employed,,,,,
1155,No,Employed Part Time,42919,,,,2017-07-03 00:00:00
1156,No,Not employed,,,,,
1157,No,Employed Part Time,43246,,,,2018-05-26 00:00:00
1158,No,Employed Full Time,43192,,,,2018-04-02 00:00:00
1159,Yes,Not employed,,,Yes,,
1160,No,Not employed,,,,,
1161,Yes,Not employed,,,,,
1162,Yes,Not employed,,,,Yes,
1163,Yes,Not employed,,,,,
1164,No,Not employed,,,,,
1165,No,Not employed,,,,,
1166,Yes,Not employed,,,,,
1167,No,Not employed,,,,,
1168,Yes,Not employed,,,,,
1169,Yes,Employed Full Time,43319,,,,2018-08-07 00:00:00
1170,No,Employed Full Time,32874,,,,1990-01-01 00:00:00
1171,Yes,Not employed,,,,Yes,
1172,No,Employed Full Time,42646,,,,2016-10-03 00:00:00
1173,Yes,Employed Full Time,42901,,,,2017-06-15 00:00:00
1174,No,Not employed,,,,,
1175,No,Employed Full Time,43005,,,,2017-09-27 00:00:00
1176,Yes,Not employed,,,,Yes,
1177,No,0,3,,,,1900-01-03 00:00:00
1178,No,Employed Full Time,42590,,,,2016-08-08 00:00:00
1179,No,,,,,,
1180,No,Not employed,,,,Yes,
1181,No,Employed Part Time,42962,,,,2017-08-15 00:00:00
1182,No,Not employed,,,,,
1183,No,Employed Full Time,36722,Yes,,,2000-07-15 00:00:00
1184,No,Not employed,,,,,
1185,No,Employed Full Time,43226,,,,2018-05-06 00:00:00
1186,No,Employed Full Time,41153,Yes,,,2012-09-01 00:00:00
1187,No,Not employed,,,,,
1188,No,Employed Full Time,43024,,,,2017-10-16 00:00:00
1189,Yes,Not employed,,,,,
1190,Yes,Not employed,,,,,
1191,Yes,Not employed,,,,,
1192,Yes,Not employed,,,,,
1193,Yes,Employed Full Time,43174,,,,2018-03-15 00:00:00
1194,No,Employed Full Time,35370,Yes,,,1996-11-01 00:00:00
1195,Yes,Employed Full Time,43132,,,,2018-02-01 00:00:00
1196,Yes,Not employed,,,,,
1197,Yes,Employed Full Time,43220,,,,2018-04-30 00:00:00
1198,Yes,Employed Full Time,37454,,,,2002-07-17 00:00:00
1199,No,Employed Full Time,42405,,,,2016-02-05 00:00:00
1200,Yes,Not employed,,,,,
1201,No,Employed Full Time,40721,,,,2011-06-27 00:00:00
1202,No,Employed Full Time,41324,,,,2013-02-19 00:00:00
1203,No,Not employed,,,,,
1204,No,Employed Full Time,42135,,,,2015-05-11 00:00:00
1205,No,Employed Full Time,43339,,,,2018-08-27 00:00:00
1206,No,Employed Full Time,42572,,,,2016-07-21 00:00:00
1207,No,Employed Full Time,42583,,,,2016-08-01 00:00:00
1208,No,Employed Part Time,42461,,,,2016-04-01 00:00:00
1209,No,Employed Part Time,43348,,,,2018-09-05 00:00:00
1210,Yes,Not employed,,,,,
1211,No,Employed Full Time,43108,Yes,,,2018-01-08 00:00:00
1212,No,Employed Full Time,43035,,,,2017-10-27 00:00:00
1213,No,Employed Part Time,43323,,,,2018-08-11 00:00:00
1214,No,,,,,,
1215,No,Not employed,,,,,
1216,Yes,Not employed,,,,,
1217,No,Employed Full Time,43192,,,,2018-04-02 00:00:00
1218,No,Not employed,,,,,
1219,No,Employed Full Time,41275,,,,2013-01-01 00:00:00
1220,No,Employed Full Time,42484,,,,2016-04-24 00:00:00
1221,No,Employed Full Time,37264,,,,2002-01-08 00:00:00
1222,No,Not employed,,,,,
1223,Yes,Not employed,,,,,
1224,No,Employed Full Time,43342,,,,2018-08-30 00:00:00
1225,No,Employed Full Time,39295,,,,2007-08-01 00:00:00
1226,No,Employed Full Time,41445,,,,2013-06-20 00:00:00
1227,No,Employed Full Time,42491,,,,2016-05-01 00:00:00
1228,No,Employed Part Time,43034,,,,2017-10-26 00:00:00
1229,No,Not employed,,,,,
1230,No,Employed Full Time,42564,,,,2016-07-13 00:00:00
1231,No,Employed Full Time,42401,,,,2016-02-01 00:00:00
1232,No,Employed Part Time,43356,,,,2018-09-13 00:00:00
1233,Yes,Not employed,,,,,
1234,No,Not employed,,,,,
1235,No,Employed Full Time,43313,,,,2018-08-01 00:00:00
1236,No,Employed Part Time,42331,,,,2015-11-23 00:00:00
1237,No,Employed Full Time,43362,,,,2018-09-19 00:00:00
1238,No,Employed Full Time,43041,,,,2017-11-02 00:00:00
1239,No,Not employed,,,,,
1240,No,Employed Full Time,42974,Yes,,,2017-08-27 00:00:00
1241,Yes,,,,No,No,
1242,Yes,,,,No,,
1243,Yes,,,,Yes,,
1244,Yes,,,,Yes,,
1245,Yes,,,,Yes,,
1246,Yes,,,,Yes,,
1247,No,,,,No,No,
1248,Yes,,,,No,No,
1249,Yes,Not employed,,,No,No,
1250,Yes,,,,Yes,No,
1251,Yes,Employed Full Time,42917,Yes,Yes,Yes,2017-07-01 00:00:00
1252,Yes,Not employed,,,No,No,
1253,Yes,Employed Part Time,42217,Yes,No,,2015-08-01 00:00:00
1254,Yes,,,,Yes,Yes,
1255,Yes,,,,No,No,
1256,Yes,,,,Yes,No,
1257,Yes,,,,Yes,No,
1258,Yes,,,,No,No,
1259,Yes,Not employed,,,Yes,Yes,
1260,Yes,Not employed,,,No,No,
1261,Yes,,,,Yes,,
1262,Yes,,,,No,No,
1263,No,Not employed,,,No,No,
1264,Yes,Employed Part Time,42506,Yes,Yes,Yes,2016-05-16 00:00:00
1265,Yes,,,,Yes,No,
1266,Yes,Employed Part Time,43318,Yes,Yes,Yes,2018-08-06 00:00:00
1267,Yes,Not employed,,,Yes,Yes,
1268,Yes,,,,Yes,,
1269,Yes,Employed Full Time,43339,Yes,Yes,Yes,2018-08-27 00:00:00
1270,Yes,,,,Yes,,
1271,Yes,,,,Yes,Yes,
1272,Yes,,,,Yes,,
1273,Yes,,,,Yes,No,
1274,Yes,,,,Yes,,
1275,Yes,Employed Part Time,41162,Yes,Yes,Yes,2012-09-10 00:00:00
1276,Yes,,,,Yes,No,
1277,Yes,,,,Yes,No,
1278,Yes,,,,Yes,No,
1279,Yes,,,,Yes,Yes,
1280,Yes,,,,Yes,No,
1281,Yes,,,,No,No,
1282,Yes,,,,Yes,No,
1283,Yes,,,,No,No,
1284,Yes,,,,Yes,,
1285,Yes,,,,Yes,,
1286,Yes,Not employed,,,Yes,Yes,
1287,Yes,Not employed,,,No,No,
1288,Yes,Not employed,,,No,No,
1289,Yes,,,,Yes,,
1290,Yes,Employed Part Time,42800,Yes,Yes,Yes,2017-03-06 00:00:00
1291,Yes,,,,Yes,,
1292,Yes,,,,Yes,Yes,
1293,Yes,,,,Yes,,
1294,Yes,,,,Yes,,
1295,No,Not employed,,,No,No,
1296,Yes,,,,Yes,,
1297,Yes,,,,Yes,,
1298,Yes,,,,Yes,,
1299,Yes,,,,Yes,,
1300,Yes,,,,Yes,,
1301,Yes,,,,Yes,,
1302,Yes,,,,Yes,,
1303,Yes,,,,Yes,,
1304,Yes,,,,Yes,,
1305,Yes,,,,Yes,,
1306,Yes,,,,Yes,,
1307,Yes,,,,Yes,,
1308,Yes,,,,Yes,,
1309,Yes,,,,Yes,,
1310,Yes,,,,Yes,,
1311,Yes,,,,Yes,,
1312,Yes,,,,Yes,Yes,
1313,Yes,Employed Full Time,42535,Yes,Yes,Yes,2016-06-14 00:00:00
1314,Yes,,,,Yes,,
1315,Yes,,,,Yes,,
1316,Yes,,,,Yes,,
1317,Yes,,,,Yes,,
1318,Yes,,,,Yes,,
1319,Yes,,,,Yes,,
1320,Yes,,,,Yes,,
1321,Yes,,,,Yes,,
1322,Yes,,,,Yes,,
1323,Yes,,,,Yes,,
1324,Yes,,,,Yes,,
1325,Yes,,,,Yes,,
1326,Yes,,,,Yes,,
1327,Yes,,,,Yes,,
1328,Yes,,,,Yes,,
1329,Yes,,,,Yes,,
1330,Yes,,,,Yes,No,
1331,Yes,,,,No,No,
1332,Yes,Employed Full Time,43318,No,No,No,2018-08-06 00:00:00
1333,Yes,,,,Yes,,
1334,Yes,,,,Yes,No,
1335,Yes,Employed Part Time,42475,Yes,Yes,Yes,2016-04-15 00:00:00
1336,Yes,,,,Yes,No,
1337,Yes,,,,Yes,,
1338,Yes,,,,Yes,,
1339,Yes,,,,Yes,,
1340,Yes,,,,Yes,,
1341,Yes,,,,Yes,Yes,
1342,Yes,,,,Yes,No,
1343,Yes,,,,Yes,No,
1344,Yes,,,,No,,
1345,Yes,,,,Yes,,
1346,Yes,,,,Yes,,
1347,Yes,Employed Full Time,42217,Yes,Yes,,2015-08-01 00:00:00
1348,No,,,,,,
1349,Yes,,,,Yes,,
1350,Yes,,,,Yes,,
1351,Yes,,,,Yes,,
1352,Yes,,,,Yes,,
1353,Yes,,,,Yes,,
1354,Yes,,,,Yes,,
1355,Yes,,,,Yes,,
1356,Yes,,,,Yes,,
1357,Yes,,,,Yes,Yes,
1358,Yes,,,,Yes,,
1359,Yes,,,,Yes,,
1360,Yes,Not employed,,,Yes,Yes,
1361,Yes,,,,Yes,,
1362,Yes,Employed Full Time,42401,Yes,Yes,Yes,2016-02-01 00:00:00
1363,Yes,,,,Yes,No,
1364,Yes,,,,Yes,No,
1365,Yes,,,,Yes,,
1366,Yes,,,,Yes,,
1367,Yes,,,,No,,
1368,Yes,,,,Yes,,
1369,Yes,,,,Yes,,
1370,Yes,,,,Yes,Yes,
1371,Yes,,,,Yes,,
1372,Yes,Employed Full Time,42249,Yes,Yes,,2015-09-02 00:00:00
1373,Yes,,,,Yes,,
1374,Yes,,,,Yes,Yes,
1375,Yes,Not employed,,,Yes,Yes,
1376,Yes,,,,Yes,No,
1377,Yes,,,,Yes,,
1378,Yes,,,,Yes,,
1379,Yes,,,,Yes,,
1380,Yes,,,,Yes,,
1381,Yes,Employed Part Time,43318,No,Yes,Yes,2018-08-06 00:00:00
1382,Yes,,,,Yes,,
1383,Yes,,,,Yes,,
1384,Yes,,,,Yes,,
1385,Yes,,,,Yes,,
1386,Yes,,,,Yes,,
1387,Yes,,,,Yes,,
1388,Yes,,,,Yes,,
1389,Yes,,,,Yes,,
1390,Yes,Employed Part Time,42402,Yes,Yes,,2016-02-02 00:00:00
1391,Yes,,,,Yes,,
1392,Yes,,,,Yes,,
1393,Yes,,,,Yes,,
1394,Yes,,,,Yes,,
1395,Yes,,,,Yes,,
1396,Yes,,,,Yes,Yes,
1397,Yes,,,,Yes,Yes,
1398,Yes,,,,Yes,,
1399,Yes,,,,Yes,,
1400,Yes,,,,Yes,,
1401,Yes,,,,Yes,,
1402,Yes,,,,Yes,,
1403,Yes,,,,Yes,,
1404,Yes,,,,Yes,,
1405,Yes,,,,Yes,,
1406,Yes,,,,No,,
1407,Yes,,,,Yes,Yes,
1408,Yes,,,,Yes,Yes,
1409,Yes,,,,No,No,
1410,Yes,,,,Yes,,
1411,Yes,,,,Yes,,
1412,Yes,,,,Yes,Yes,
1413,Yes,,,,Yes,Yes,
1414,Yes,,,,Yes,Yes,
1415,Yes,,,,Yes,Yes,
1416,Yes,,,,Yes,Yes,
1417,Yes,Employed Part Time,43318,No,Yes,Yes,2018-08-06 00:00:00
1418,Yes,,,,Yes,No,
1419,Yes,,,,No,No,
1420,Yes,,,,Yes,Yes,
1421,Yes,,,,,,
1422,Yes,Employed Part Time,42444,Yes,Yes,No,2016-03-15 00:00:00
1423,Yes,,,,Yes,No,
1424,Yes,,,,Yes,Yes,
1425,Yes,,,,Yes,No,
1426,Yes,,,,Yes,No,
1427,Yes,,,,Yes,No,
1428,Yes,,,,Yes,Yes,
1429,No,Employed Full Time,42583,Yes,Yes,Yes,2016-08-01 00:00:00
1430,Yes,Employed Full Time,42310,Yes,Yes,Yes,2015-11-02 00:00:00
1431,Yes,,,,Yes,Yes,
1432,Yes,,,,Yes,Yes,
1433,Yes,,,,Yes,No,
1434,Yes,Employed Full Time,42430,Yes,Yes,Yes,2016-03-01 00:00:00
1435,Yes,,,,Yes,Yes,
1436,No,,,,Yes,Yes,
1437,Yes,,,,No,No,
1438,Yes,,,,Yes,No,
1439,Yes,,,,Yes,Yes,
1440,Yes,,,,Yes,Yes,
1441,Yes,,,,Yes,Yes,
1442,Yes,,,,Yes,Yes,
1443,Yes,Employed Full Time,42583,Yes,Yes,Yes,2016-08-01 00:00:00
1444,Yes,,,,Yes,Yes,
1445,Yes,,,,Yes,No,
1446,Yes,,,,Yes,No,
1447,Yes,,,,Yes,No,
1448,Yes,,,,Yes,Yes,
1449,Yes,,,,Yes,Yes,
1450,Yes,Employed Part Time,42310,Yes,Yes,No,2015-11-02 00:00:00
1451,Yes,Employed Full Time,42464,Yes,Yes,No,2016-04-04 00:00:00
1452,Yes,,,,Yes,No,
1453,Yes,,,,Yes,No,
1454,Yes,,,,Yes,No,
1455,Yes,,,,Yes,No,
1456,Yes,,,,No,No,
1457,Yes,,,,Yes,Yes,
1458,Yes,,,,Yes,Yes,
1459,Yes,Employed Part Time,42552,No,Yes,No,2016-07-01 00:00:00
1460,Yes,Not employed,,,No,No,
1461,Yes,,,,Yes,Yes,
1462,Yes,,,,Yes,Yes,
1463,Yes,,,,Yes,No,
1464,Yes,,,,Yes,No,
1465,Yes,,,,Yes,Yes,
1466,Yes,,,,Yes,Yes,
1467,Yes,Employed Full Time,42247,Yes,Yes,No,2015-08-31 00:00:00
1468,Yes,,,,No,No,
1469,Yes,,,,Yes,No,
1470,Yes,,,,Yes,Yes,
1471,Yes,,,,Yes,No,
1472,Yes,,,,Yes,Yes,
1473,Yes,,,,Yes,Yes,
1474,Yes,,,,Yes,No,
1475,Yes,Not employed,,,Yes,Yes,
1476,Yes,,,,Yes,No,
1477,Yes,,,,Yes,Yes,
1478,Yes,,,,Yes,No,
1479,Yes,,,,Yes,No,
1480,Yes,Employed Part Time,42583,Yes,No,No,2016-08-01 00:00:00
1481,Yes,,,,Yes,No,
1482,Yes,Employed Full Time,42709,Yes,Yes,No,2016-12-05 00:00:00
1483,Yes,,,,Yes,No,
1484,Yes,Employed Part Time,42522,Yes,Yes,Yes,2016-06-01 00:00:00
1485,Yes,,,,Yes,Yes,
1486,Yes,,,,Yes,Yes,
1487,Yes,,,,No,No,
1488,Yes,Not employed,,,No,No,
1489,Yes,,,,Yes,No,
1490,Yes,Not employed,,,No,No,
1491,Yes,,,,Yes,Yes,
1492,Yes,Employed Part Time,42583,Yes,Yes,No,2016-08-01 00:00:00
1493,Yes,,,,Yes,No,
1494,Yes,,,,Yes,No,
1495,Yes,,,,Yes,No,
1496,Yes,,,,Yes,No,
1497,Yes,Employed Part Time,43318,No,No,No,2018-08-06 00:00:00
1498,Yes,,,,Yes,Yes,
1499,Yes,,,,Yes,Yes,
1500,Yes,,,,Yes,Yes,
1501,Yes,,,,Yes,Yes,
1502,Yes,,,,Yes,Yes,
1503,Yes,Not employed,,,Yes,Yes,
1504,Yes,,,,Yes,Yes,
1505,Yes,,,,Yes,No,
1506,Yes,,,,No,No,
1507,Yes,,,,Yes,Yes,
1508,Yes,,,,Yes,No,
1509,Yes,Not employed,,,Yes,No,
1510,Yes,,,,Yes,Yes,
1511,Yes,,,,Yes,No,
1512,No,,,,No,No,
1513,Yes,,,,Yes,No,
1514,Yes,,,,Yes,No,
1515,Yes,Employed Full Time,42556,Yes,Yes,No,2016-07-05 00:00:00
1516,Yes,,,,No,No,
1517,Yes,,,,Yes,No,
1518,Yes,,,,Yes,No,
1519,Yes,,,,Yes,No,
1520,Yes,,,,Yes,No,
1521,Yes,,,,Yes,No,
1522,Yes,,,,Yes,No,
1523,Yes,,,,Yes,No,
1524,Yes,,,,Yes,No,
1525,Yes,,,,Yes,No,
1526,Yes,,,,Yes,No,
1527,Yes,,,,Yes,No,
1528,Yes,,,,Yes,No,
1529,Yes,,,,Yes,No,
1530,Yes,,,,No,No,
1531,Yes,,,,Yes,No,
1532,Yes,,,,No,No,
1533,Yes,,,,Yes,No,
1534,Yes,,,,Yes,No,
1535,Yes,,,,Yes,No,
1536,Yes,,,,Yes,No,
1537,Yes,,,,Yes,No,
1538,Yes,,,,Yes,No,
1539,Yes,,,,Yes,No,
1540,Yes,,,,Yes,No,
1541,Yes,,,,No,No,
1542,Yes,Not employed,,,Yes,Yes,
1543,Yes,,,,Yes,No,
1544,Yes,,,,Yes,No,
1545,Yes,,,,Yes,No,
1546,Yes,,,,Yes,No,
1547,Yes,,,,Yes,No,
