employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted
906,No,Employed Full Time,2012-11-19 00:00:00,,No,No
907,Yes,Not employed,,,No,No
908,No,Not employed,,,No,No
909,No,,,,No,No
910,No,Employed Full Time,2007-02-25 00:00:00,,No,No
911,Yes,,,,No,No
912,No,Employed Full Time,2018-01-12 00:00:00,,,
913,No,,,,,
914,No,,,,No,No
915,Yes,,,,No,No
916,Yes,,,,No,No
917,No,,,,No,No
918,No,0,1900-01-01 00:00:00,,,
919,No,,,,,
920,Yes,,,,No,No
921,No,,,,No,No
922,No,,,,No,No
923,No,Employed Part Time,1998-08-03 00:00:00,,No,No
924,Yes,,,,No,No
925,Yes,,,,No,No
926,No,,,,No,No
927,Yes,,,,Yes,No
928,Yes,,,,Yes,No
929,Yes,,,,No,No
930,No,Employed Full Time,2017-11-15 00:00:00,,Yes,Yes
931,No,,,,No,No
932,No,,,,No,No
933,No,,,,No,No
934,No,Employed Full Time,2015-06-15 00:00:00,,No,No
935,No,,,,No,No
936,Yes,Employed Full Time,2016-12-05 00:00:00,,No,No
937,Yes,,,,No,No
938,Yes,,,,No,No
939,No,,,,No,No
940,No,Employed Full Time,2017-11-03 00:00:00,,No,No
941,No,Employed Part Time,2017-04-03 00:00:00,,No,No
942,No,Employed Full Time,1999-05-05 00:00:00,,,
943,Yes,,,,No,No
944,No,,,,No,No
945,No,Employed Full Time,2017-11-13 00:00:00,,No,No
946,Yes,,,,No,No
947,Yes,Employed Full Time,2016-12-12 00:00:00,,No,No
948,No,,,,No,No
949,No,Employed Part Time,2017-10-11 00:00:00,,No,No
950,No,,,,No,No
951,Yes,Employed Full Time,2010-03-10 00:00:00,,No,No
952,No,,,,No,No
953,No,,,,No,No
954,No,0,1900-01-03 00:00:00,,,
955,No,,,,No,No
956,Yes,,,,No,No
957,Yes,Employed Full Time,2017-10-03 00:00:00,,No,No
958,No,Employed Full Time,2018-08-01 00:00:00,,,
959,No,,,,No,No
960,No,Employed Full Time,1977-01-01 00:00:00,,No,No
961,Yes,,,,No,No
962,No,,,,,
963,Yes,,,,No,No
964,Yes,,,,No,No
965,No,Employed Full Time,2016-10-17 00:00:00,,No,No
966,No,,,,No,No
967,No,,,,No,No
968,No,Employed Full Time,2015-04-13 00:00:00,,No,No
969,No,,,,No,No
970,Yes,,,,No,No
971,Yes,Employed Full Time,2003-04-12 00:00:00,,No,No
972,Yes,,,,No,No
973,Yes,,,,,
974,No,,,,No,No
975,No,,,,No,No
976,Yes,Employed Full Time,2017-03-13 00:00:00,,No,No
977,Yes,,,,,
978,Yes,Employed Full Time,2017-12-13 00:00:00,,No,No
979,Yes,,,,No,No
980,No,Employed Part Time,2017-03-13 00:00:00,,No,No
981,No,,,,No,No
982,No,,,,,
983,Yes,,,,Yes,
984,Yes,,,,,
985,No,Employed Full Time,2015-02-01 00:00:00,,,
986,No,,,,,
987,No,Employed Full Time,2018-01-02 00:00:00,,,
988,Yes,,,,,
989,No,Employed Part Time,2011-03-01 00:00:00,,,
990,No,Employed Full Time,2017-09-15 00:00:00,,,
991,No,Employed Full Time,2018-01-05 00:00:00,,,
992,No,,,,,
993,No,,,,,
994,No,Employed Full Time,2015-12-01 00:00:00,,,
995,No,,,,,
996,No,,,,,
997,No,Employed Part Time,2017-07-10 00:00:00,,,
998,No,Employed Part Time,2016-11-01 00:00:00,,,
999,No,,,,,
1000,No,,,,,
1001,No,Employed Full Time,1993-08-01 00:00:00,,,
1002,No,,,,,
1003,No,Employed Full Time,2016-10-04 00:00:00,,,
1004,Yes,,,,,
1005,No,Employed Full Time,2015-04-28 00:00:00,,,
1006,No,Employed Full Time,2016-08-01 00:00:00,,,
1007,No,Employed Part Time,2017-10-16 00:00:00,,,
1008,No,,,,,
1009,No,,,,,
1010,No,,,,,
1011,No,,,,,
1012,No,,,,,
1013,No,,,,,
1014,No,,,,,
1015,No,,,,,
1016,Yes,Employed Part Time,2018-11-30 00:00:00,,,
1017,No,,,,,
1018,No,,,,,
1019,Yes,,,,,
1020,No,Employed Full Time,,,,
1021,Yes,,,,,
1022,No,Employed Full Time,2017-02-08 00:00:00,,,
1023,No,Employed Full Time,2017-06-19 00:00:00,,,
1024,Yes,,,,,
1025,No,,,,,
1026,No,Employed Full Time,2008-08-01 00:00:00,,,
1027,No,Employed Part Time,2006-01-01 00:00:00,,,
1028,No,,,,,
1029,No,,,,,
1030,Yes,,,,,
1031,No,,,,,
1032,Yes,,,,,
1033,No,,,,,
1034,No,,,,,
1035,No,,,,,
1036,No,,,,,
1037,No,,,,,
1038,No,,,,,
1039,No,Employed Part Time,,,,
1040,No,,,,,
1041,No,,,,,
1042,No,Employed Part Time,2016-08-09 00:00:00,,,
1043,Yes,Not employed,,,,
1044,Yes,,,,,
1045,Yes,,,,,
1046,Yes,Employed Part Time,2018-03-01 00:00:00,,,
1047,No,,,,,
1048,No,,,,,
1049,No,,,,,
1050,Yes,Not employed,,,,
1051,No,Employed Full Time,2017-12-31 00:00:00,,,
1052,No,,,,,
1053,No,,,,,
1054,No,,,,,
1055,No,,,,,
1056,No,,,,,
1057,No,,,,,
1058,No,,,,,
1059,No,,,,,
1060,No,,,,,
1061,No,,,,,
1062,No,,,,,
1063,No,,,,,
1064,No,,,,,
1065,No,,,,,
1066,No,,,,,
1067,No,,,,,
1068,No,Employed Full Time,2017-04-14 00:00:00,,,
1069,No,Employed Full Time,2017-08-01 00:00:00,,,
1070,No,Employed Full Time,2015-04-15 00:00:00,,,
1071,No,,,,,
1072,No,,,,,
1073,No,Employed Full Time,2015-07-15 00:00:00,,,
1074,Yes,Employed Full Time,2014-04-15 00:00:00,,,
1075,Yes,,,,,
1076,No,Employed Full Time,2017-12-18 00:00:00,,,
1077,Yes,,,,,
1078,Yes,,,,,
1079,Yes,,,,,
1080,Yes,Employed Part Time,2015-05-15 00:00:00,,,
1081,No,,,,,
1082,No,,,,,
1083,No,Employed Full Time,2018-04-11 00:00:00,,,
1084,No,Employed Full Time,2017-09-15 00:00:00,,,
1085,Yes,Not employed,,,,
1086,No,Not employed,,,,
1087,No,Not employed,,,,
1088,Yes,Not employed,,,,
1089,No,Not employed,,,,
1090,No,Not employed,,,,
1091,No,,,,,
1092,No,,,,,
1093,No,,,,,
1094,No,,,,,
1095,No,,,,,
1096,Yes,,,,,
1097,No,Employed Full Time,2018-01-02 00:00:00,,,
1098,No,,,,,
1099,No,Employed Full Time,2004-08-17 00:00:00,,,
1100,No,Employed Full Time,2004-01-01 00:00:00,,,
1101,No,,,,,
1102,No,,,,,
1103,No,Employed Full Time,2017-03-20 00:00:00,,,
1104,No,Employed Full Time,2017-08-01 00:00:00,Yes,,
1105,No,,,,,
1106,No,,,,,
1107,No,Employed Part Time,2017-01-02 00:00:00,,,
1108,No,,,,,
1109,No,,,,,
1110,Yes,Not employed,,,,
1111,No,Employed Full Time,2018-01-08 00:00:00,,,
1112,No,Employed Full Time,2017-12-18 00:00:00,,,
1113,No,Employed Full Time,2018-01-17 00:00:00,,,
1114,No,,,,,
1115,No,Employed Full Time,2018-01-29 00:00:00,,,
1116,No,,,,,
1117,No,Employed Full Time,2018-01-16 00:00:00,,,
1118,Yes,Not employed,,,,
1119,Yes,Not employed,,,,
1120,No,Employed Full Time,2018-01-01 00:00:00,,,
1121,No,Employed Full Time,2015-01-01 00:00:00,,,
1122,No,Not employed,,,,
1123,No,Not employed,,,,
1124,No,Employed Full Time,2008-10-01 00:00:00,,,
1125,Yes,Not employed,,,,Yes
1126,No,0,1900-01-03 00:00:00,,,
1127,No,0,1900-01-03 00:00:00,,,
1128,Yes,Not employed,,,,
1129,Yes,Employed Full Time,2011-12-01 00:00:00,,,
1130,No,Not employed,,,,
1899,,,,,,
1131,No,Not employed,,,,
1132,No,Employed Full Time,2018-04-02 00:00:00,Yes,,
1133,No,Not employed,,,,
1134,No,Not employed,,,,
1135,No,Not employed,,,,
1136,No,Not employed,,,,
1137,No,Not employed,,,,
1138,No,Not employed,,,,
1139,Yes,Not employed,,,,Yes
1140,Yes,Not employed,,,,
1141,Yes,Not employed,,,,
1142,No,Not employed,,,,
1143,No,Employed Full Time,2018-04-09 00:00:00,,,
1144,Yes,Employed Full Time,2012-02-01 00:00:00,,,
1145,No,Employed Full Time,2017-07-03 00:00:00,,,
1146,No,Employed Full Time,2009-09-01 00:00:00,,,
1147,No,0,1900-01-03 00:00:00,,,
1148,No,Employed Full Time,2010-01-01 00:00:00,,,
1149,Yes,Not employed,,,,
1150,Yes,Not employed,,,,
1151,No,Not employed,,,,
1152,No,Employed Part Time,2017-07-03 00:00:00,,,
1153,No,Not employed,,,,
1154,No,Employed Part Time,2018-05-26 00:00:00,,,
1155,No,Employed Full Time,2018-04-02 00:00:00,,,
1156,Yes,Not employed,,,Yes,
1157,No,Not employed,,,,
1158,Yes,Not employed,,,,
1159,Yes,Not employed,,,,Yes
1160,Yes,Not employed,,,,
1161,No,Not employed,,,,
1162,No,Not employed,,,,
1163,Yes,Not employed,,,,
1164,No,Not employed,,,,
1165,Yes,Not employed,,,,
1166,Yes,Employed Full Time,2018-08-07 00:00:00,,,
1167,No,Employed Full Time,1990-01-01 00:00:00,,,
1168,Yes,Not employed,,,,Yes
1169,No,Employed Full Time,2016-10-03 00:00:00,,,
1170,Yes,Employed Full Time,2017-06-15 00:00:00,,,
1171,No,Not employed,,,,
1172,No,Employed Full Time,2017-09-27 00:00:00,,,
1173,Yes,Not employed,,,,Yes
1174,No,0,1900-01-03 00:00:00,,,
1175,No,Employed Full Time,2016-08-08 00:00:00,,,
1176,No,,,,,
1177,No,Not employed,,,,Yes
1178,No,Employed Part Time,2017-08-15 00:00:00,,,
1179,No,Not employed,,,,
1180,No,Employed Full Time,2000-07-15 00:00:00,Yes,,
1181,No,Not employed,,,,
1182,No,Employed Full Time,2018-05-06 00:00:00,,,
1183,No,Employed Full Time,2012-09-01 00:00:00,Yes,,
1184,No,Not employed,,,,
1185,No,Employed Full Time,2017-10-16 00:00:00,,,
1186,Yes,Not employed,,,,
1187,Yes,Not employed,,,,
1188,Yes,Not employed,,,,
1189,Yes,Not employed,,,,
1190,Yes,Employed Full Time,2018-03-15 00:00:00,,,
1191,No,Employed Full Time,1996-11-01 00:00:00,Yes,,
1192,Yes,Employed Full Time,2018-02-01 00:00:00,,,
1193,Yes,Not employed,,,,
1194,Yes,Employed Full Time,2018-04-30 00:00:00,,,
1195,Yes,Employed Full Time,2002-07-17 00:00:00,,,
1196,No,Employed Full Time,2016-02-05 00:00:00,,,
1197,Yes,Not employed,,,,
1198,No,Employed Full Time,2011-06-27 00:00:00,,,
1199,No,Employed Full Time,2013-02-19 00:00:00,,,
1200,No,Not employed,,,,
1201,No,Employed Full Time,2015-05-11 00:00:00,,,
1202,No,Employed Full Time,2018-08-27 00:00:00,,,
1203,No,Employed Full Time,2016-07-21 00:00:00,,,
1204,No,Employed Full Time,2016-08-01 00:00:00,,,
1205,No,Employed Part Time,2016-04-01 00:00:00,,,
1206,No,Employed Part Time,2018-09-05 00:00:00,,,
1207,Yes,Not employed,,,,
1208,No,Employed Full Time,2018-01-08 00:00:00,Yes,,
1209,No,Employed Full Time,2017-10-27 00:00:00,,,
1210,No,Employed Part Time,2018-08-11 00:00:00,,,
1211,No,,,,,
1212,No,Not employed,,,,
1213,Yes,Not employed,,,,
1214,No,Employed Full Time,2018-04-02 00:00:00,,,
1215,No,Not employed,,,,
1216,No,Employed Full Time,2013-01-01 00:00:00,,,
1217,No,Employed Full Time,2016-04-24 00:00:00,,,
1218,No,Employed Full Time,2002-01-08 00:00:00,,,
1219,No,Not employed,,,,
1220,Yes,Not employed,,,,
1221,No,Employed Full Time,2018-08-30 00:00:00,,,
1222,No,Employed Full Time,2007-08-01 00:00:00,,,
1223,No,Employed Full Time,2013-06-20 00:00:00,,,
1224,No,Employed Full Time,2016-05-01 00:00:00,,,
1225,No,Employed Part Time,2017-10-26 00:00:00,,,
1226,No,Not employed,,,,
1227,No,Employed Full Time,2016-07-13 00:00:00,,,
1228,No,Employed Full Time,2016-02-01 00:00:00,,,
1229,No,Employed Part Time,2018-09-13 00:00:00,,,
1230,Yes,Not employed,,,,
1231,No,Not employed,,,,
1232,No,Employed Full Time,2018-08-01 00:00:00,,,
1233,No,Employed Part Time,2015-11-23 00:00:00,,,
1234,No,Employed Full Time,2018-09-19 00:00:00,,,
1235,No,Employed Full Time,2017-11-02 00:00:00,,,
1236,No,Not employed,,,,
1237,No,Employed Full Time,2017-08-27 00:00:00,Yes,,
1238,Yes,,,,No,No
1239,Yes,,,,No,
1240,Yes,,,,Yes,
1241,Yes,,,,Yes,
1242,Yes,,,,Yes,
1243,Yes,,,,Yes,
1244,No,,,,No,No
1245,Yes,,,,No,No
1246,Yes,Not employed,,,No,No
1247,Yes,Employed Full Time,2017-07-01 00:00:00,Yes,Yes,Yes
1248,Yes,Not employed,,,No,No
1249,Yes,Employed Part Time,2015-08-01 00:00:00,Yes,No,
1250,Yes,,,,Yes,Yes
1251,Yes,,,,No,No
1252,Yes,,,,Yes,No
1253,Yes,,,,Yes,No
1254,Yes,,,,No,No
1255,Yes,Not employed,,,Yes,Yes
1256,Yes,Not employed,,,No,No
1257,Yes,,,,Yes,
1258,Yes,,,,No,No
1259,No,Not employed,,,No,No
1260,Yes,Employed Part Time,2016-05-16 00:00:00,Yes,Yes,Yes
1261,Yes,,,,Yes,No
1262,Yes,Employed Part Time,2018-08-06 00:00:00,Yes,Yes,Yes
1263,Yes,Not employed,,,Yes,Yes
1264,Yes,,,,Yes,
1265,Yes,Employed Full Time,2018-08-27 00:00:00,Yes,Yes,Yes
1266,Yes,,,,Yes,
1267,Yes,,,,Yes,Yes
1268,Yes,,,,Yes,
1269,Yes,,,,Yes,No
1270,Yes,,,,Yes,
1271,Yes,Employed Part Time,2012-09-10 00:00:00,Yes,Yes,Yes
1272,Yes,,,,Yes,No
1273,Yes,,,,Yes,No
1274,Yes,,,,Yes,No
1275,Yes,,,,Yes,Yes
1276,Yes,,,,Yes,No
1277,Yes,,,,No,No
1278,Yes,,,,Yes,No
1279,Yes,,,,No,No
1280,Yes,,,,Yes,
1281,Yes,,,,Yes,
1282,Yes,Not employed,,,Yes,Yes
1283,Yes,Not employed,,,No,No
1284,Yes,Not employed,,,No,No
1285,Yes,,,,Yes,
1286,Yes,Employed Part Time,2017-03-06 00:00:00,Yes,Yes,Yes
1287,Yes,,,,Yes,
1288,Yes,,,,Yes,Yes
1289,Yes,,,,Yes,
1290,Yes,,,,Yes,
1291,No,Not employed,,,No,No
1292,Yes,,,,Yes,
1293,Yes,,,,Yes,
1294,Yes,,,,Yes,
1295,Yes,,,,Yes,
1296,Yes,,,,Yes,
1297,Yes,,,,Yes,
1298,Yes,,,,Yes,
1299,Yes,,,,Yes,
1300,Yes,,,,Yes,
1301,Yes,,,,Yes,
1302,Yes,,,,Yes,
1303,Yes,,,,Yes,
1304,Yes,,,,Yes,
1305,Yes,,,,Yes,
1306,Yes,,,,Yes,
1307,Yes,,,,Yes,
1308,Yes,,,,Yes,Yes
1309,Yes,Employed Full Time,2016-06-14 00:00:00,Yes,Yes,Yes
1310,Yes,,,,Yes,
1311,Yes,,,,Yes,
1312,Yes,,,,Yes,
1313,Yes,,,,Yes,
1314,Yes,,,,Yes,
1315,Yes,,,,Yes,
1316,Yes,,,,Yes,
1317,Yes,,,,Yes,
1318,Yes,,,,Yes,
1319,Yes,,,,Yes,
1320,Yes,,,,Yes,
1321,Yes,,,,Yes,
1322,Yes,,,,Yes,
1323,Yes,,,,Yes,
1324,Yes,,,,Yes,
1325,Yes,,,,Yes,
1326,Yes,,,,Yes,No
1327,Yes,,,,No,No
1328,Yes,Employed Full Time,2018-08-06 00:00:00,No,No,No
1329,Yes,,,,Yes,
1330,Yes,,,,Yes,No
1331,Yes,Employed Part Time,2016-04-15 00:00:00,Yes,Yes,Yes
1332,Yes,,,,Yes,No
1333,Yes,,,,Yes,
1334,Yes,,,,Yes,
1335,Yes,,,,Yes,
1336,Yes,,,,Yes,
1337,Yes,,,,Yes,Yes
1338,Yes,,,,Yes,No
1339,Yes,,,,Yes,No
1340,Yes,,,,No,
1341,Yes,,,,Yes,
1342,Yes,,,,Yes,
1343,Yes,Employed Full Time,2015-08-01 00:00:00,Yes,Yes,
1344,No,,,,,
1345,Yes,,,,Yes,
1346,Yes,,,,Yes,
1347,Yes,,,,Yes,
1348,Yes,,,,Yes,
1349,Yes,,,,Yes,
1350,Yes,,,,Yes,
1351,Yes,,,,Yes,
1352,Yes,,,,Yes,
1353,Yes,,,,Yes,Yes
1354,Yes,,,,Yes,
1355,Yes,,,,Yes,
1356,Yes,Not employed,,,Yes,Yes
1357,Yes,,,,Yes,
1358,Yes,Employed Full Time,2016-02-01 00:00:00,Yes,Yes,Yes
1359,Yes,,,,Yes,No
1360,Yes,,,,Yes,No
1361,Yes,,,,Yes,
1362,Yes,,,,Yes,
1363,Yes,,,,No,
1364,Yes,,,,Yes,
1365,Yes,,,,Yes,
1366,Yes,,,,Yes,Yes
1367,Yes,,,,Yes,
1368,Yes,Employed Full Time,2015-09-02 00:00:00,Yes,Yes,
1369,Yes,,,,Yes,
1370,Yes,,,,Yes,Yes
1371,Yes,Not employed,,,Yes,Yes
1372,Yes,,,,Yes,No
1373,Yes,,,,Yes,
1374,Yes,,,,Yes,
1375,Yes,,,,Yes,
1376,Yes,,,,Yes,
1377,Yes,Employed Part Time,2018-08-06 00:00:00,No,Yes,Yes
1378,Yes,,,,Yes,
1379,Yes,,,,Yes,
1380,Yes,,,,Yes,
1381,Yes,,,,Yes,
1382,Yes,,,,Yes,
1383,Yes,,,,Yes,
1384,Yes,,,,Yes,
1385,Yes,,,,Yes,
1386,Yes,Employed Part Time,2016-02-02 00:00:00,Yes,Yes,
1387,Yes,,,,Yes,
1388,Yes,,,,Yes,
1389,Yes,,,,Yes,
1390,Yes,,,,Yes,
1391,Yes,,,,Yes,
1392,Yes,,,,Yes,Yes
1393,Yes,,,,Yes,Yes
1394,Yes,,,,Yes,
1395,Yes,,,,Yes,
1396,Yes,,,,Yes,
1397,Yes,,,,Yes,
1398,Yes,,,,Yes,
1399,Yes,,,,Yes,
1400,Yes,,,,Yes,
1401,Yes,,,,Yes,
1402,Yes,,,,No,
1403,Yes,,,,Yes,Yes
1404,Yes,,,,Yes,Yes
1405,Yes,,,,No,No
1406,Yes,,,,Yes,
1407,Yes,,,,Yes,
1408,Yes,,,,Yes,Yes
1409,Yes,,,,Yes,Yes
1410,Yes,,,,Yes,Yes
1411,Yes,,,,Yes,Yes
1412,Yes,,,,Yes,Yes
1413,Yes,Employed Part Time,2018-08-06 00:00:00,No,Yes,Yes
1414,Yes,,,,Yes,No
1415,Yes,,,,No,No
1416,Yes,,,,Yes,Yes
1417,Yes,,,,Yes,No
1418,Yes,Employed Part Time,2016-03-15 00:00:00,Yes,Yes,No
1419,Yes,,,,Yes,No
1420,Yes,,,,Yes,Yes
1421,Yes,,,,Yes,No
1422,Yes,,,,Yes,No
1423,Yes,,,,Yes,No
1424,Yes,,,,Yes,Yes
1425,No,Employed Full Time,2016-08-01 00:00:00,Yes,Yes,Yes
1426,Yes,Employed Full Time,2015-11-02 00:00:00,Yes,Yes,Yes
1427,Yes,,,,Yes,Yes
1428,Yes,,,,Yes,Yes
1429,Yes,,,,Yes,No
1430,Yes,Employed Full Time,2016-03-01 00:00:00,Yes,Yes,Yes
1431,Yes,,,,Yes,Yes
1432,No,,,,Yes,Yes
1433,Yes,,,,No,No
1434,Yes,,,,Yes,No
1435,Yes,,,,Yes,Yes
1436,Yes,,,,Yes,Yes
1437,Yes,,,,Yes,Yes
1438,Yes,,,,Yes,Yes
1439,Yes,Employed Full Time,2016-08-01 00:00:00,Yes,Yes,Yes
1440,Yes,,,,Yes,Yes
1441,Yes,,,,Yes,No
1442,Yes,,,,Yes,No
1443,Yes,,,,Yes,No
1444,Yes,,,,Yes,Yes
1445,Yes,,,,Yes,Yes
1446,Yes,Employed Part Time,2015-11-02 00:00:00,Yes,Yes,No
1447,Yes,Employed Full Time,2016-04-04 00:00:00,Yes,Yes,No
1448,Yes,,,,Yes,No
1449,Yes,,,,Yes,No
1450,Yes,,,,Yes,No
1451,Yes,,,,Yes,No
1452,Yes,,,,No,No
1453,Yes,,,,Yes,Yes
1454,Yes,,,,Yes,Yes
1455,Yes,Employed Part Time,2016-07-01 00:00:00,No,Yes,No
1456,Yes,Not employed,,,No,No
1457,Yes,,,,Yes,Yes
1458,Yes,,,,Yes,Yes
1459,Yes,,,,Yes,No
1460,Yes,,,,Yes,No
1461,Yes,,,,Yes,Yes
1462,Yes,,,,Yes,Yes
1463,Yes,Employed Full Time,2015-08-31 00:00:00,Yes,Yes,No
1464,Yes,,,,No,No
1465,Yes,,,,Yes,No
1466,Yes,,,,Yes,Yes
1467,Yes,,,,Yes,No
1468,Yes,,,,Yes,Yes
1469,Yes,,,,Yes,Yes
1470,Yes,,,,Yes,No
1471,Yes,Not employed,,,Yes,Yes
1472,Yes,,,,Yes,No
1473,Yes,,,,Yes,Yes
1474,Yes,,,,Yes,No
1475,,,2016-09-01 00:00:00,,,
1476,Yes,,,,Yes,No
1477,Yes,Employed Part Time,2016-08-01 00:00:00,Yes,No,No
1478,Yes,,,,Yes,No
1479,Yes,Employed Full Time,2016-12-05 00:00:00,Yes,Yes,No
1480,Yes,,,,Yes,No
1481,Yes,Employed Part Time,2016-06-01 00:00:00,Yes,Yes,Yes
1482,Yes,,,,Yes,Yes
1483,Yes,,,,Yes,Yes
1484,Yes,,,,No,No
1485,Yes,Not employed,,,No,No
1486,Yes,,,,Yes,No
1487,Yes,Not employed,,,No,No
1488,Yes,,,,Yes,Yes
1489,Yes,Employed Part Time,2016-08-01 00:00:00,Yes,Yes,No
1490,Yes,,,,Yes,No
1491,Yes,,,,Yes,No
1492,Yes,,,,Yes,No
1493,Yes,,,,Yes,No
1494,Yes,Employed Part Time,2018-08-06 00:00:00,No,No,No
1495,Yes,,,,Yes,Yes
1496,Yes,,,,Yes,Yes
1497,Yes,,,,Yes,Yes
1498,Yes,,,,Yes,Yes
1499,Yes,,,,Yes,Yes
1500,Yes,Not employed,,,Yes,Yes
1501,Yes,,,,Yes,Yes
1502,Yes,,,,Yes,No
1503,Yes,,,,No,No
1504,Yes,,,,Yes,Yes
1505,Yes,,,,Yes,No
1506,Yes,Not employed,,,Yes,No
1507,Yes,,,,Yes,Yes
1508,Yes,,,,Yes,No
1509,No,,,,No,No
1510,Yes,,,,Yes,No
1511,Yes,,,,Yes,No
1512,Yes,Employed Full Time,2016-07-05 00:00:00,Yes,Yes,No
1513,Yes,,,,No,No
1514,Yes,,,,Yes,No
1515,Yes,,,,Yes,No
1516,Yes,,,,Yes,No
1517,Yes,,,,Yes,No
1518,Yes,,,,Yes,No
1519,Yes,,,,Yes,No
1520,Yes,,,,Yes,No
1521,Yes,,,,Yes,No
1522,Yes,,,,Yes,No
1523,Yes,,,,Yes,No
1524,Yes,,,,Yes,No
1525,Yes,,,,Yes,No
1526,Yes,,,,Yes,No
1527,Yes,,,,No,No
1528,Yes,,,,Yes,No
1529,Yes,,,,No,No
1530,Yes,,,,Yes,No
1531,Yes,,,,Yes,No
1532,Yes,,,,Yes,No
1533,Yes,,,,Yes,No
1534,Yes,,,,Yes,No
1535,Yes,,,,Yes,No
1536,Yes,,,,Yes,No
1537,Yes,,,,Yes,No
1538,Yes,,,,No,No
1539,Yes,Not employed,,,Yes,Yes
1540,Yes,,,,Yes,No
1541,Yes,,,,Yes,No
1542,Yes,,,,Yes,No
1543,Yes,,,,Yes,No
1544,Yes,,,,Yes,No
1545,Yes,Not employed,,,No,No
1546,Yes,Not employed,,,No,No
1547,Yes,Employed Part Time,2016-05-04 00:00:00,Yes,No,No
1548,Yes,Not employed,,,Yes,No
1549,Yes,,,,No,No
1550,Yes,,,,Yes,Yes
1551,Yes,,,,Yes,No
1552,Yes,,,,Yes,No
1553,Yes,,,,Yes,No
1554,Yes,,,,Yes,No
1555,No,Not employed,,,Yes,Yes
1556,Yes,,,,No,No
1557,Yes,,,,Yes,Yes
1558,Yes,,,,Yes,No
1559,Yes,Employed Part Time,2017-03-01 00:00:00,Yes,Yes,No
1560,Yes,,,,Yes,Yes
1561,Yes,,,,Yes,Yes
1562,Yes,Not employed,,,No,No
1563,Yes,,,,No,No
1564,Yes,Employed Full Time,2017-09-19 00:00:00,Yes,No,No
1565,Yes,Not employed,,,Yes,Yes
1566,Yes,Not employed,,,Yes,Yes
1567,Yes,Not employed,,,Yes,Yes
1568,Yes,Not employed,,,Yes,No
1569,Yes,,,,No,No
1570,Yes,,,,Yes,Yes
1571,Yes,Not employed,,,Yes,Yes
1572,Yes,Not employed,,,Yes,Yes
1573,Yes,Not employed,,,Yes,Yes
1574,Yes,Not employed,,,Yes,Yes
1575,Yes,Employed Full Time,2017-06-01 00:00:00,Yes,Yes,Yes
1576,Yes,Not employed,,,Yes,Yes
1577,Yes,Not employed,,,Yes,Yes
1578,Yes,Not employed,,,Yes,Yes
1579,Yes,Not employed,,,Yes,Yes
1580,Yes,Not employed,,,No,No
1581,Yes,Not employed,,,Yes,Yes
1582,Yes,Not employed,,,Yes,Yes
1583,Yes,Not employed,,,Yes,No
1584,Yes,Not employed,,,Yes,Yes
1585,Yes,Not employed,,,Yes,Yes
1586,Yes,Not employed,,,Yes,No
1587,Yes,Not employed,,,Yes,Yes
1588,Yes,Not employed,,,Yes,Yes
1589,Yes,Not employed,,,Yes,No
1590,Yes,Not employed,,,Yes,No
1591,No,Not employed,,,Yes,Yes
1592,Yes,Not employed,,,Yes,No
1593,Yes,Not employed,,,Yes,No
1594,Yes,Not employed,,,Yes,No
1595,Yes,Not employed,,,No,No
1596,Yes,Not employed,,,Yes,No
1597,No,Not employed,,,Yes,No
1598,Yes,Not employed,,,Yes,No
1599,Yes,Not employed,,,Yes,No
1600,No,Not employed,,,Yes,No
1601,Yes,Not employed,,,No,No
1602,Yes,Not employed,,,No,No
1603,Yes,,,,No,No
1604,Yes,,,,No,No
1605,Yes,,,,No,No
1606,No,,,,Yes,Yes
1607,Yes,Employed Full Time,2017-07-06 00:00:00,Yes,No,No
1608,Yes,Not employed,,,No,No
1609,Yes,,,,No,No
1610,Yes,,,,Yes,Yes
1611,Yes,,,,Yes,Yes
1612,Yes,,,,Yes,Yes
1613,Yes,,,,Yes,Yes
1614,Yes,,,,Yes,Yes
1615,Yes,,,,No,No
1616,Yes,,,,Yes,Yes
1617,Yes,Not employed,,,No,No
1618,Yes,,,,No,No
1619,Yes,,,,No,No
1620,Yes,,,,No,No
1621,Yes,Employed Part Time,2016-01-01 00:00:00,Yes,No,No
1622,Yes,,,,No,No
1623,Yes,,,,No,No
1624,Yes,Employed Full Time,2016-01-01 00:00:00,Yes,No,No
1625,Yes,Employed Part Time,2017-12-01 00:00:00,Yes,No,No
1626,Yes,Not employed,,,Yes,Yes
1627,Yes,,,,No,No
1628,Yes,,,,No,No
1629,Yes,,,,No,No
1630,Yes,,,,No,No
1631,Yes,,,,No,No
1632,Yes,,,,No,No
1633,Yes,,,,No,No
1634,Yes,,,,No,No
1635,Yes,,,,No,No
1636,Yes,,,,No,No
1637,Yes,,,,No,No
1638,Yes,,,,No,No
1639,Yes,,,,No,No
1640,Yes,,,,No,No
1641,Yes,,,,No,No
1642,Yes,,,,No,No
1643,Yes,,,,No,No
1644,Yes,Not employed,,,Yes,Yes
1645,Yes,,,,No,No
1646,Yes,Not employed,,,Yes,Yes
1647,Yes,Not employed,,,Yes,No
1648,Yes,Employed Part Time,2017-03-01 00:00:00,Yes,No,No
1649,Yes,Not employed,,,Yes,No
