empid_varchar,emp_varchar,empid_varchar,emp_emp,empid_varchar,emp_excel,recordid,clientid
682,Employed Part Time,682,Employed Part Time,682,Employed Part Time,682,1055649
683,,683,,683,,683,1055658
684,,684,,684,,684,1055659
685,Employed Part Time,685,Employed Part Time,685,Employed Part Time,685,1055660
686,,686,,686,,686,1055662
687,Employed Part Time,687,Employed Part Time,687,Employed Part Time,687,1055667
688,Employed Part Time,688,Employed Part Time,688,Employed Part Time,688,1055668
689,Employed Full Time,689,Employed Full Time,689,Employed Full Time,689,1055669
690,Employed Part Time,690,Employed Part Time,690,Employed Part Time,690,1055670
691,,691,,691,,691,1055671
692,Employed Full Time,692,Employed Full Time,692,Employed Full Time,692,1055672
693,Employed Full Time,693,Employed Full Time,693,Employed Full Time,693,1055673
694,,694,,694,,694,1055674
695,Employed Full Time,695,Employed Full Time,695,Employed Full Time,695,1055696
696,,696,,696,,696,1055700
697,Employed Full Time,697,Employed Full Time,697,Employed Full Time,697,1055710
698,Employed Part Time,698,Employed Part Time,698,Employed Part Time,698,1055752
699,Employed Part Time,699,Employed Part Time,699,Employed Part Time,699,1055772
700,,700,,700,,700,1055778
701,,701,,701,,701,1055781
702,,702,,702,,702,1055813
703,Employed Part Time,703,Employed Part Time,703,Employed Part Time,703,1055824
704,,704,,704,,704,1055826
705,Employed Full Time,705,Employed Full Time,705,Employed Full Time,705,1055842
706,,706,,706,,706,1055845
707,,707,,707,,707,1055856
708,Employed Full Time,708,Employed Full Time,708,Employed Full Time,708,1055858
709,Employed Part Time,709,Employed Part Time,709,Employed Part Time,709,1055867
710,,710,,710,,710,1055876
711,Employed Full Time,711,Employed Full Time,711,Employed Full Time,711,1055882
712,Employed Full Time,712,Employed Full Time,712,Employed Full Time,712,1055886
713,Employed Full Time,713,Employed Full Time,713,Employed Full Time,713,1055887
714,Employed Part Time,714,Employed Part Time,714,Employed Part Time,714,1055888
715,Employed Full Time,715,Employed Full Time,715,Employed Full Time,715,1055952
716,,716,,716,,716,1055954
717,,717,,717,,717,1055955
718,,718,,718,,718,1055958
719,,719,,719,,719,1055960
720,Employed Full Time,720,Employed Full Time,720,Employed Full Time,720,1055970
721,,721,,721,,721,1055971
722,Employed Full Time,722,Employed Full Time,722,Employed Full Time,722,1055972
723,Not employed,723,Not employed,723,Not employed,723,1055975
724,Employed Full Time,724,Employed Full Time,724,Employed Full Time,724,1055983
725,,725,,725,,725,1056003
726,,726,,726,,726,1056042
727,,727,,727,,727,1056045
728,Employed Full Time,728,Employed Full Time,728,Employed Full Time,728,1056048
729,,729,,729,,729,1056103
730,,730,,730,,730,1056119
731,,731,,731,,731,1056148
732,Employed Full Time,732,Employed Full Time,732,Employed Full Time,732,1056224
733,,733,,733,,733,1056248
734,,734,,734,,734,1056267
735,,735,,735,,735,1056286
736,,736,,736,,736,1056303
737,,737,,737,,737,1056328
738,,738,,738,,738,1056329
739,,739,,739,,739,1056335
740,Employed Full Time,740,Employed Full Time,740,Employed Full Time,740,1056367
741,,741,,741,,741,1056378
742,,742,,742,,742,1056381
743,,743,,743,,743,1056383
744,,744,,744,,744,1056385
745,,745,,745,,745,1056443
746,,746,,746,,746,1056465
747,,747,,747,,747,1056468
748,Employed Part Time,748,Employed Part Time,748,Employed Part Time,748,1056469
749,,749,,749,,749,1056470
750,,750,,750,,750,1056501
751,,751,,751,,751,1056561
752,Employed Full Time,752,Employed Full Time,752,Employed Full Time,752,1056564
753,,753,,753,,753,1056567
754,,754,,754,,754,1056588
755,,755,,755,,755,1056600
756,,756,,756,,756,1056623
757,,757,,757,,757,1056676
758,,758,,758,,758,1056693
759,,759,,759,,759,1056703
760,,760,,760,,760,1056706
761,,761,,761,,761,1056737
762,,762,,762,,762,1056738
763,,763,,763,,763,1056739
764,,764,,764,,764,1056745
765,,765,,765,,765,1056766
766,,766,,766,,766,1056767
767,,767,,767,,767,1056781
768,,768,,768,,768,1056813
769,,769,,769,,769,1056875
770,,770,,770,,770,1056876
771,Employed Part Time,771,Employed Part Time,771,Employed Part Time,771,1056952
772,,772,,772,,772,1056959
773,,773,,773,,773,1056964
774,Employed Part Time,774,Employed Part Time,774,Employed Part Time,774,1056971
775,,775,,775,,775,1056991
776,,776,,776,,776,1057006
777,,777,,777,,777,1057007
778,,778,,778,,778,1057027
779,,779,,779,,779,1057039
780,,780,,780,,780,1057135
781,,781,,781,,781,1057142
782,Employed Full Time,782,Employed Full Time,782,Employed Full Time,782,1057188
783,,783,,783,,783,1057310
784,,784,,784,,784,1057312
785,Employed Full Time,785,Employed Full Time,785,Employed Full Time,785,1057334
786,,786,,786,,786,1057339
787,,787,,787,,787,1057340
788,,788,,788,,788,1057342
789,,789,,789,,789,1057343
790,,790,,790,,790,1057345
791,Employed Full Time,791,Employed Full Time,791,Employed Full Time,791,1057376
792,Employed Full Time,792,Employed Full Time,792,Employed Full Time,792,1057381
793,Not employed,793,Not employed,793,Not employed,793,1057391
794,,794,,794,,794,1057434
795,,795,,795,,795,1057458
796,,796,,796,,796,1057491
797,,797,,797,,797,1057499
798,,798,,798,,798,1057502
799,Employed Part Time,799,Employed Part Time,799,Employed Part Time,799,1057506
800,Employed Full Time,800,Employed Full Time,800,Employed Full Time,800,1057507
801,,801,,801,,801,1057540
802,,802,,802,,802,1057581
803,,803,,803,,803,1057586
804,,804,,804,,804,1057607
805,Employed Full Time,805,Employed Full Time,805,Employed Full Time,805,1057608
806,,806,,806,,806,1057629
807,,807,,807,,807,1057643
808,,808,,808,,808,1057671
809,,809,,809,,809,1057676
810,,810,,810,,810,1057681
811,,811,,811,,811,1057694
812,,812,,812,,812,1057712
813,Employed Full Time,813,Employed Full Time,813,Employed Full Time,813,1057730
814,,814,,814,,814,1057739
815,,815,,815,,815,1057767
816,,816,,816,,816,1057776
817,,817,,817,,817,1057785
818,,818,,818,,818,1057786
819,,819,,819,,819,1057787
820,,820,,820,,820,1057799
821,,821,,821,,821,1057801
822,Employed Full Time,822,Employed Full Time,822,Employed Full Time,822,1057824
823,,823,,823,,823,1057892
824,,824,,824,,824,1057916
825,Employed Part Time,825,Employed Part Time,825,Employed Part Time,825,1057971
826,,826,,826,,826,1057974
827,,827,,827,,827,1058003
828,,828,,828,,828,1058022
829,Employed Full Time,829,Employed Full Time,829,Employed Full Time,829,1058036
830,,830,,830,,830,1058043
831,,831,,831,,831,1058045
832,Employed Part Time,832,Employed Part Time,832,Employed Part Time,832,1058052
833,,833,,833,,833,1058065
834,,834,,834,,834,1058081
835,,835,,835,,835,1058082
836,,836,,836,,836,1058083
837,,837,,837,,837,1058086
838,,838,,838,,838,1058100
839,,839,,839,,839,1058122
840,Employed Full Time,840,Employed Full Time,840,Employed Full Time,840,1058123
841,,841,,841,,841,1058139
842,Not employed,842,Not employed,842,Not employed,842,1058150
843,Employed Full Time,843,Employed Full Time,843,Employed Full Time,843,1058160
844,Not employed,844,Not employed,844,Not employed,844,1058163
845,Not employed,845,Not employed,845,Not employed,845,1058166
846,Not employed,846,Not employed,846,Not employed,846,1058167
847,Employed Part Time,847,Employed Part Time,847,Employed Part Time,847,1058172
848,,848,,848,,848,1058176
849,Employed Part Time,849,Employed Part Time,849,Employed Part Time,849,1058193
850,Not employed,850,Not employed,850,Not employed,850,1058215
851,Not employed,851,Not employed,851,Not employed,851,1058240
852,,852,,852,,852,1058246
853,Not employed,853,Not employed,853,Not employed,853,1058251
854,Not employed,854,Not employed,854,Not employed,854,1058266
855,Not employed,855,Not employed,855,Not employed,855,1058267
856,Employed Full Time,856,Employed Full Time,856,Employed Full Time,856,1058309
857,Not employed,857,Not employed,857,Not employed,857,1058332
858,Not employed,858,Not employed,858,Not employed,858,1058345
859,Not employed,859,Not employed,859,Not employed,859,1058356
860,Not employed,860,Not employed,860,Not employed,860,1058366
861,Employed Part Time,861,Employed Part Time,861,Employed Part Time,861,1058402
862,Employed Full Time,862,Employed Full Time,862,Employed Full Time,862,1058496
863,Not employed,863,Not employed,863,Not employed,863,1058565
864,Not employed,864,Not employed,864,Not employed,864,1058589
865,Not employed,865,Not employed,865,Not employed,865,1058610
866,Employed Part Time,866,Employed Part Time,866,Employed Part Time,866,1058676
867,Not employed,867,Not employed,867,Not employed,867,1058677
868,Employed Full Time,868,Employed Full Time,868,Employed Full Time,868,1058679
869,Not employed,869,Not employed,869,Not employed,869,1058684
870,Not employed,870,Not employed,870,Not employed,870,1058689
871,Not employed,871,Not employed,871,Not employed,871,1058732
872,Not employed,872,Not employed,872,Not employed,872,1058783
873,Employed Full Time,873,Employed Full Time,873,Employed Full Time,873,1058786
874,,874,,874,,874,1058793
875,Not employed,875,Not employed,875,Not employed,875,1058822
876,,876,,876,,876,1058832
877,Not employed,877,Not employed,877,Not employed,877,1058850
878,Not employed,878,Not employed,878,Not employed,878,1058851
879,Not employed,879,Not employed,879,Not employed,879,1058878
880,Not employed,880,Not employed,880,Not employed,880,1058966
881,Employed Full Time,881,Employed Full Time,881,Employed Full Time,881,1058967
882,Not employed,882,Not employed,882,Not employed,882,1058993
883,Not employed,883,Not employed,883,Not employed,883,1059015
884,Not employed,884,Not employed,884,Not employed,884,1059027
885,Not employed,885,Not employed,885,Not employed,885,1059101
886,Employed Full Time,886,Employed Full Time,886,Employed Full Time,886,1059110
887,Not employed,887,Not employed,887,Not employed,887,1059136
888,Not employed,888,Not employed,888,Not employed,888,1059155
889,,889,,889,,889,1059183
890,Not employed,890,Not employed,890,Not employed,890,1059263
891,Not employed,891,Not employed,891,Not employed,891,1059278
892,Employed Full Time,892,Employed Full Time,892,Employed Full Time,892,1059336
893,Not employed,893,Not employed,893,Not employed,893,1059374
894,Employed Part Time,894,Employed Part Time,894,Employed Part Time,894,1059375
895,Not employed,895,Not employed,895,Not employed,895,1059381
896,Not employed,896,Not employed,896,Not employed,896,1059384
897,Not employed,897,Not employed,897,Not employed,897,1059389
898,Not employed,898,Not employed,898,Not employed,898,1059395
899,Not employed,899,Not employed,899,Not employed,899,1059745
900,Not employed,900,Not employed,900,Not employed,900,1059848
901,Employed Full Time,901,Employed Full Time,901,Employed Full Time,901,1059886
902,Employed Full Time,902,Employed Full Time,902,Employed Full Time,902,1059887
903,,903,,903,,903,1059903
904,Not employed,904,Not employed,904,Not employed,904,1059997
905,,905,,905,,905,1060048
906,Employed Full Time,906,Employed Full Time,906,Employed Full Time,906,1060052
907,Not employed,907,Not employed,907,Not employed,907,1060058
908,Not employed,908,Not employed,908,Not employed,908,1060098
909,,909,,909,,909,1060105
910,Employed Full Time,910,Employed Full Time,910,Employed Full Time,910,1060164
911,,911,,911,,911,1060284
912,Employed Full Time,912,Employed Full Time,912,Employed Full Time,912,1060484
913,,913,,913,,913,1060598
914,,914,,914,,914,1060647
915,,915,,915,,915,1060684
916,,916,,916,,916,1060685
917,,917,,917,,917,1060903
918,0,918,0,918,0,918,1061306
919,,919,,919,,919,1061321
920,,920,,920,,920,1061361
921,,921,,921,,921,1061477
922,,922,,922,,922,1061489
923,Employed Part Time,923,Employed Part Time,923,Employed Part Time,923,1061522
924,,924,,924,,924,1061523
925,,925,,925,,925,1061524
926,,926,,926,,926,1061525
927,,927,,927,,927,1061553
928,,928,,928,,928,1061559
929,,929,,929,,929,1061578
930,Employed Full Time,930,Employed Full Time,930,Employed Full Time,930,1061581
931,,931,,931,,931,1061605
932,,932,,932,,932,1061656
933,,933,,933,,933,1061661
934,Employed Full Time,934,Employed Full Time,934,Employed Full Time,934,1061692
935,,935,,935,,935,1061707
936,Employed Full Time,936,Employed Full Time,936,Employed Full Time,936,1061720
937,,937,,937,,937,1061732
938,,938,,938,,938,1061779
939,,939,,939,,939,1061786
940,Employed Full Time,940,Employed Full Time,940,Employed Full Time,940,1061791
941,Employed Part Time,941,Employed Part Time,941,Employed Part Time,941,1061808
942,Employed Full Time,942,Employed Full Time,942,Employed Full Time,942,1061812
943,,943,,943,,943,1061829
944,,944,,944,,944,1061837
945,Employed Full Time,945,Employed Full Time,945,Employed Full Time,945,1061855
946,,946,,946,,946,1061856
947,Employed Full Time,947,Employed Full Time,947,Employed Full Time,947,1061871
948,,948,,948,,948,1061872
949,Employed Part Time,949,Employed Part Time,949,Employed Part Time,949,1061873
950,,950,,950,,950,1061882
951,Employed Full Time,951,Employed Full Time,951,Employed Full Time,951,1061929
952,,952,,952,,952,1061942
953,,953,,953,,953,1061992
954,0,954,0,954,0,954,1061997
955,,955,,955,,955,1062005
956,,956,,956,,956,1062006
957,Employed Full Time,957,Employed Full Time,957,Employed Full Time,957,1062020
958,Employed Full Time,958,Employed Full Time,958,Employed Full Time,958,1062057
959,,959,,959,,959,1062077
960,Employed Full Time,960,Employed Full Time,960,Employed Full Time,960,1062087
961,,961,,961,,961,1062099
962,,962,,962,,962,1062111
963,,963,,963,,963,1062195
964,,964,,964,,964,1062213
965,Employed Full Time,965,Employed Full Time,965,Employed Full Time,965,1062247
966,,966,,966,,966,1062267
967,,967,,967,,967,1062268
968,Employed Full Time,968,Employed Full Time,968,Employed Full Time,968,1062270
969,,969,,969,,969,1062298
970,,970,,970,,970,1062300
971,Employed Full Time,971,Employed Full Time,971,Employed Full Time,971,1062301
972,,972,,972,,972,1062305
973,,973,,973,,973,1062340
974,,974,,974,,974,1062341
975,,975,,975,,975,1062342
976,Employed Full Time,976,Employed Full Time,976,Employed Full Time,976,1062343
977,Employed Full Time,977,Employed Full Time,977,Employed Full Time,977,1062344
978,,978,,978,,978,1062380
979,Employed Part Time,979,Employed Part Time,979,Employed Part Time,979,1062384
980,,980,,980,,980,1062439
981,,981,,981,,981,1062460
982,,982,,982,,982,1062463
983,,983,,983,,983,1062464
984,Employed Full Time,984,Employed Full Time,984,Employed Full Time,984,1062495
985,,985,,985,,985,1062497
986,Employed Full Time,986,Employed Full Time,986,Employed Full Time,986,1062498
987,,987,,987,,987,1062501
988,Employed Part Time,988,Employed Part Time,988,Employed Part Time,988,1062505
989,Employed Full Time,989,Employed Full Time,989,Employed Full Time,989,1062509
990,Employed Full Time,990,Employed Full Time,990,Employed Full Time,990,1062512
991,,991,,991,,991,1062514
992,,992,,992,,992,1062524
993,Employed Full Time,993,Employed Full Time,993,Employed Full Time,993,1062535
994,,994,,994,,994,1062536
995,,995,,995,,995,1062537
996,Employed Part Time,996,Employed Part Time,996,Employed Part Time,996,1062539
997,Employed Part Time,997,Employed Part Time,997,Employed Part Time,997,1062545
998,,998,,998,,998,1062547
999,,999,,999,,999,1062548
1000,Employed Full Time,1000,Employed Full Time,1000,Employed Full Time,1000,1062551
1001,,1001,,1001,,1001,1062552
1002,Employed Full Time,1002,Employed Full Time,1002,Employed Full Time,1002,1062563
1003,,1003,,1003,,1003,1062565
1004,Employed Full Time,1004,Employed Full Time,1004,Employed Full Time,1004,1062566
1005,Employed Full Time,1005,Employed Full Time,1005,Employed Full Time,1005,1062573
1006,Employed Part Time,1006,Employed Part Time,1006,Employed Part Time,1006,1062581
1007,,1007,,1007,,1007,1062582
1008,,1008,,1008,,1008,1062587
1009,,1009,,1009,,1009,1062591
1010,,1010,,1010,,1010,1062594
1011,,1011,,1011,,1011,1062596
1012,,1012,,1012,,1012,1062598
1013,,1013,,1013,,1013,1062603
1014,,1014,,1014,,1014,1062604
1015,Employed Part Time,1015,Employed Part Time,1015,Employed Part Time,1015,1062605
1016,,1016,,1016,,1016,1062606
1017,,1017,,1017,,1017,1062607
1018,,1018,,1018,,1018,1062621
1019,Employed Full Time,1019,Employed Full Time,1019,Employed Full Time,1019,1062622
1020,,1020,,1020,,1020,1062623
1021,Employed Full Time,1021,Employed Full Time,1021,Employed Full Time,1021,1062625
1022,Employed Full Time,1022,Employed Full Time,1022,Employed Full Time,1022,1062626
1023,,1023,,1023,,1023,1062628
1024,,1024,,1024,,1024,1062633
1025,Employed Full Time,1025,Employed Full Time,1025,Employed Full Time,1025,1062635
