AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
No,Not employed,,,,
No,Not employed,,,,
Yes,Not employed,,,,
No,Not employed,,,,
No,Not employed,,,,
No,,,,,
No,,,,,
No,,,,,
No,,,,,
No,,,,,
Yes,,,,,
No,Employed Full Time,1/2/2018,,,
No,,,,,
No,Employed Full Time,8/17/2004,,,
No,Employed Full Time,1/1/2004,,,
No,,,,,
No,,,,,
No,Employed Full Time,3/20/2017,,,
No,Employed Full Time,8/1/2017,Yes,,
No,,,,,
No,,,,,
No,Employed Part Time,1/2/2017,,,
No,,,,,
No,,,,,
Yes,Not employed,,,,
No,Employed Full Time,1/8/2018,,,
No,Employed Full Time,12/18/2017,,,
No,Employed Full Time,1/17/2018,,,
No,,,,,
No,Employed Full Time,1/29/2018,,,
No,,,,,
No,Employed Full Time,1/16/2018,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
No,Employed Full Time,1/1/2018,,,
No,Employed Full Time,1/1/2015,,,
No,Not employed,,,,
No,Not employed,,,,
No,Employed Full Time,10/1/2008,,,
Yes,Not employed,,,,Yes
No,0,1/3/1900,,,
No,0,1/3/1900,,,
Yes,Not employed,,,,
Yes,Employed Full Time,12/1/2011,,,
No,Not employed,,,,
No,Not employed,,,,
No,Employed Full Time,4/2/2018,Yes,,
No,Not employed,,,,
No,Not employed,,,,
No,Not employed,,,,
No,Not employed,,,,
No,Not employed,,,,
No,Not employed,,,,
Yes,Not employed,,,,Yes
Yes,Not employed,,,,
Yes,Not employed,,,,
No,Not employed,,,,
No,Employed Full Time,4/9/2018,,,
Yes,Employed Full Time,2/1/2012,,,
No,Employed Full Time,7/3/2017,,,
No,Employed Full Time,9/1/2009,,,
No,0,1/3/1900,,,
No,Employed Full Time,1/1/2010,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
No,Not employed,,,,
No,Employed Part Time,7/3/2017,,,
No,Not employed,,,,
No,Employed Part Time,5/26/2018,,,
No,Employed Full Time,4/2/2018,,,
Yes,Not employed,,,Yes,
No,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,Yes
Yes,Not employed,,,,
No,Not employed,,,,
No,Not employed,,,,
Yes,Not employed,,,,
No,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,8/7/2018,,,
No,Employed Full Time,1/1/1990,,,
Yes,Not employed,,,,Yes
No,Employed Full Time,10/3/2016,,,
Yes,Employed Full Time,6/15/2017,,,
No,Not employed,,,,
No,Employed Full Time,9/27/2017,,,
Yes,Not employed,,,,Yes
No,0,1/3/1900,,,
No,Employed Full Time,8/8/2016,,,
No,,,,,
No,Not employed,,,,Yes
No,Employed Part Time,8/15/2017,,,
No,Not employed,,,,
No,Employed Full Time,7/15/2000,Yes,,
No,Not employed,,,,
No,Employed Full Time,5/6/2018,,,
No,Employed Full Time,9/1/2012,Yes,,
No,Not employed,,,,
No,Employed Full Time,10/16/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,3/15/2018,,,
No,Employed Full Time,11/1/1996,Yes,,
Yes,Employed Full Time,2/1/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,4/30/2018,,,
Yes,Employed Full Time,7/17/2002,,,
No,Employed Full Time,2/5/2016,,,
Yes,Not employed,,,,
No,Employed Full Time,6/27/2011,,,
No,Employed Full Time,2/19/2013,,,
No,Not employed,,,,
No,Employed Full Time,5/11/2015,,,
No,Employed Full Time,8/27/2018,,,
No,Employed Full Time,7/21/2016,,,
No,Employed Full Time,8/1/2016,,,
No,Employed Part Time,4/1/2016,,,
No,Employed Part Time,9/5/2018,,,
Yes,Not employed,,,,
No,Employed Full Time,1/8/2018,Yes,,
No,Employed Full Time,10/27/2017,,,
No,Employed Part Time,8/11/2018,,,
No,,,,,
No,Not employed,,,,
Yes,Not employed,,,,
No,Employed Full Time,4/2/2018,,,
No,Not employed,,,,
No,Employed Full Time,1/1/2013,,,
No,Employed Full Time,4/24/2016,,,
No,Employed Full Time,1/8/2002,,,
No,Not employed,,,,
Yes,Not employed,,,,
No,Employed Full Time,8/30/2018,,,
No,Employed Full Time,8/1/2007,,,
No,Employed Full Time,6/20/2013,,,
No,Employed Full Time,5/1/2016,,,
No,Employed Part Time,10/26/2017,,,
No,Not employed,,,,
No,Employed Full Time,7/13/2016,,,
No,Employed Full Time,2/1/2016,,,
No,Employed Part Time,9/13/2018,,,
Yes,Not employed,,,,
No,Not employed,,,,
No,Employed Full Time,8/1/2018,,,
No,Employed Part Time,11/23/2015,,,
No,Employed Full Time,9/19/2018,,,
No,Employed Full Time,11/2/2017,,,
No,Not employed,,,,
No,Employed Full Time,8/27/2017,Yes,,
Yes,,,,No,No
Yes,,,,No,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
No,,,,No,No
Yes,,,,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,7/1/2017,Yes,Yes,Yes
Yes,Not employed,,,No,No
Yes,Employed Part Time,8/1/2015,Yes,No,
Yes,,,,Yes,Yes
Yes,,,,No,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,,,,Yes,
Yes,,,,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,5/16/2016,Yes,Yes,Yes
Yes,,,,Yes,No
Yes,Employed Part Time,8/6/2018,Yes,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,,,,Yes,
Yes,Employed Full Time,8/27/2018,Yes,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,No
Yes,,,,Yes,
Yes,Employed Part Time,9/10/2012,Yes,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,
Yes,,,,Yes,
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,,,,Yes,
Yes,Employed Part Time,3/6/2017,Yes,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,
No,Not employed,,,No,No
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,Employed Full Time,6/14/2016,Yes,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,No
Yes,,,,No,No
Yes,Employed Full Time,8/6/2018,No,No,No
Yes,,,,Yes,
Yes,,,,Yes,No
Yes,Employed Part Time,4/15/2016,Yes,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,No,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,Employed Full Time,8/1/2015,Yes,Yes,
No,,,,,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,
Yes,Not employed,,,Yes,Yes
Yes,,,,Yes,
Yes,Employed Full Time,2/1/2016,Yes,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,No,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,,,,Yes,
Yes,Employed Full Time,9/2/2015,Yes,Yes,
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,Employed Part Time,8/6/2018,No,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,Employed Part Time,2/2/2016,Yes,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,No,
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,No,No
Yes,,,,Yes,
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,Employed Part Time,8/6/2018,No,Yes,Yes
Yes,,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,Employed Part Time,3/15/2016,Yes,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,Yes
No,Employed Full Time,8/1/2016,Yes,Yes,Yes
Yes,Employed Full Time,11/2/2015,Yes,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,Employed Full Time,3/1/2016,Yes,Yes,Yes
Yes,,,,Yes,Yes
No,,,,Yes,Yes
Yes,,,,No,No
Yes,,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,Employed Full Time,8/1/2016,Yes,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,Employed Part Time,11/2/2015,Yes,Yes,No
Yes,Employed Full Time,4/4/2016,Yes,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,Employed Part Time,7/1/2016,No,Yes,No
Yes,Not employed,,,No,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,Employed Full Time,8/31/2015,Yes,Yes,No
Yes,,,,No,No
Yes,,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,Not employed,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,Employed Part Time,8/1/2016,Yes,No,No
Yes,,,,Yes,No
Yes,Employed Full Time,12/5/2016,Yes,Yes,No
Yes,,,,Yes,No
Yes,Employed Part Time,6/1/2016,Yes,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,No,No
Yes,Not employed,,,No,No
Yes,,,,Yes,No
Yes,Not employed,,,No,No
Yes,,,,Yes,Yes
Yes,Employed Part Time,8/1/2016,Yes,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,Employed Part Time,8/6/2018,No,No,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,Not employed,,,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
No,,,,No,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,Employed Full Time,7/5/2016,Yes,Yes,No
Yes,,,,No,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Employed Part Time,5/4/2016,Yes,No,No
Yes,Not employed,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
Yes,,,,Yes,No
No,Not employed,,,Yes,Yes
Yes,,,,No,No
Yes,,,,Yes,Yes
Yes,,,,Yes,No
Yes,Employed Part Time,3/1/2017,Yes,Yes,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,,,,No,No
Yes,Employed Full Time,9/19/2017,Yes,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,No
Yes,,,,No,No
Yes,,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,6/1/2017,Yes,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,No
No,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,No
Yes,Not employed,,,No,No
Yes,Not employed,,,Yes,No
No,Not employed,,,Yes,No
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,No
No,Not employed,,,Yes,No
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
No,,,,Yes,Yes
Yes,Employed Full Time,7/6/2017,Yes,No,No
Yes,Not employed,,,No,No
Yes,,,,No,No
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,No,No
Yes,,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,Employed Part Time,1/1/2016,Yes,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,Employed Full Time,1/1/2016,Yes,No,No
Yes,Employed Part Time,12/1/2017,Yes,No,No
Yes,Not employed,,,Yes,Yes
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,No
Yes,Employed Part Time,3/1/2017,Yes,No,No
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,2/1/2018,Yes,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,2/1/2018,Yes,Yes,Yes
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,No
No,Not employed,,,No,No
Yes,Not employed,,,Yes,No
Yes,Employed Part Time,8/27/2018,No,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,8/27/2018,No,Yes,Yes
No,Employed Full Time,6/1/2016,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,1/1/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,10/1/2017,Yes,No,No
Yes,Not employed,,,Yes,Yes
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,9/4/2018,No,Yes,Yes
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Employed Part Time,8/27/2018,No,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,7/16/2018,No,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,6/4/2018,Yes,Yes,Yes
No,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,7/12/2011,Yes,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,No,No,No
Yes,,,,,
Yes,Employed Full Time,5/4/2016,,,
Yes,Employed Full Time,5/1/2015,,,
,,,,,
Yes,Employed Full Time,9/28/2017,,,
Yes,,5/1/2017,,,
,,,,,
Yes,Employed Full Time,5/1/2015,,,
Yes,Employed Full Time,8/21/2017,,,
Yes,Employed Full Time,5/16/2016,,,
Yes,Employed Full Time,11/9/2015,,,
Yes,,,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Full Time,1/3/2017,,,
Yes,,,,,
Yes,,6/28/2016,,,
Yes,Employed Part Time,11/23/2015,,,
Yes,,1/4/2016,,,
Yes,Employed Full Time,7/12/2016,,,
Yes,Not employed,8/28/2017,,,
,,,,,
Yes,Employed Full Time,1/1/2017,,,
Yes,Not employed,,,,
,,,,,
,,,,,
Yes,Not employed,,,,
,,,,,
Yes,Not employed,8/17/2017,,,
,,,,,
,Employed Part Time,1/1/2000,,,
Yes,,,,,
Yes,Employed Full Time,9/4/2017,,,
Yes,Employed Full Time,4/3/2015,,,
Yes,,6/16/2015,,,
Yes,Employed Full Time,10/3/2016,,,
Yes,Employed Full Time,2/1/2008,,,
Yes,,,,,
Yes,Employed Part Time,10/16/2016,,,
Yes,Employed Part Time,4/3/2017,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
Yes,Employed Part Time,10/1/2015,,,
,Employed Full Time,10/21/2013,,,
,,,,,
,Employed Part Time,6/16/2016,,,
Yes,Employed Part Time,1/1/2018,,,
Yes,Not employed,,,,
,Employed Full Time,9/1/2015,,,
Yes,Employed Full Time,10/15/2015,,,
Yes,Employed Full Time,8/14/2014,,,
,Employed Full Time,2/1/2011,,,
Yes,Not employed,,,,
,Employed Full Time,1/1/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,2/25/2015,,,
Yes,Employed Full Time,4/1/2016,,,
Yes,,,,,
Yes,Employed Full Time,1/1/2018,,,
Yes,,,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Part Time,1/1/2017,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Part Time,6/12/2016,,,
,,,,,
Yes,Not employed,,,,
Yes,,,,,
Yes,Employed Full Time,5/1/2016,,,
,Employed Full Time,1/1/1993,,,
Yes,,,,,
Yes,Employed Full Time,3/1/2017,,,
Yes,,,,,
Yes,Not employed,,,,
Yes,,,,,
Yes,Employed Part Time,1/1/2017,,,
Yes,Not employed,,,,
,Employed Full Time,4/15/2015,,,
Yes,Employed Full Time,3/26/2018,,,
Yes,,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,1/1/2012,,,
,,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,2/1/2015,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Full Time,11/1/2015,,,
,,,,,
Yes,,,,,
,,,,,
Yes,,10/3/2016,,,
Yes,,,,,
Yes,Employed Full Time,10/1/2015,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,,,,,
,,,,,
,,,,,
Yes,Employed Full Time,1/26/2018,,,
Yes,Employed Full Time,1/10/2012,,,
Yes,,,,,
,,,,,
Yes,Employed Full Time,4/1/2018,,,
,Not employed,,,,
,,,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Full Time,5/22/2015,,,
,,,,,
,,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,,,,,
Yes,,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,6/16/2009,,,
Yes,,,,,
Yes,Employed Full Time,1/1/2014,,,
,,,,,
,Employed Full Time,6/1/2016,,,
Yes,Employed Full Time,1/1/2016,,,
,,,,,
Yes,,,,,
,Employed Full Time,11/13/2015,,,
Yes,Employed Full Time,8/15/2016,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
Yes,,,,,
Yes,,3/8/2016,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
,Employed Full Time,2/1/2017,,,
,,,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
,Employed Full Time,10/5/2015,,,
,,,,,
Yes,Employed Part Time,7/17/2017,,,
Yes,,,,,
Yes,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Yes,,4/28/2016,,,
,,,,,
Yes,Employed Part Time,1/1/2012,,,
,,,,,
Yes,Employed Full Time,3/28/2016,,,
Yes,,4/4/2016,,,
,,,,,
Yes,Employed Part Time,4/1/2017,,,
,,,,,
Yes,,,,,
Yes,,,,,
,,,,,
,,,,,
,Employed Full Time,5/6/2015,,,
Yes,Employed Full Time,8/1/2017,,,
,Employed Full Time,2/1/2016,,,
,Employed Full Time,10/1/2009,,,
,,,,,
Yes,,1/1/2016,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
,Employed Full Time,1/1/2014,,,
,,,,,
,,,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
Yes,,,,,
,Employed Full Time,4/28/2016,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Full Time,6/1/2015,,,
,,,,,
,,,,,
,,,,,
,Employed Full Time,8/1/2016,,,
,Employed Full Time,5/2/2016,,,
Yes,Employed Part Time,9/2/2016,,,
Yes,,,,,
,,,,,
Yes,Employed Full Time,9/5/2016,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Full Time,9/12/2016,,,
,Not employed,,,,
,Employed Full Time,6/13/2016,,,
Yes,,,,,
,Employed Full Time,8/10/2015,,,
,Not employed,,,,
Yes,Not employed,,,,
Yes,,,,,
Yes,Employed Part Time,1/1/2015,,,
,Employed Full Time,2/1/2016,,,
,,,,,
,,,,,
,Employed Full Time,1/1/2016,,,
,,,,,
,,,,,
,,,,,
Yes,Employed Part Time,5/1/2015,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Full Time,3/1/2016,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Yes,Employed Full Time,7/1/2015,,,
Yes,,,,,
,,,,,
,,,,,
,,,,,
Yes,,,,,
Yes,,,,,
Yes,,,,,
,,,,,
,,,,,
Yes,,,,,
Yes,,,,,
,,,,,
Yes,,,,,
Yes,,,,,
,Not employed,,,,
Yes,Employed Full Time,11/21/2016,,,
,,,,,
,,,,,
Yes,Employed Full Time,11/28/2016,,,
Yes,Employed Full Time,12/12/2016,,,
Yes,Employed Full Time,1/3/2017,,,
Yes,,,,,
,Employed Full Time,9/4/2007,,,
,,,,,
,,,,,
,,,,,
,,,,,
Yes,Employed Full Time,2/27/2016,,,
Yes,Employed Part Time,12/19/2016,,,
Yes,,,,,
Yes,,,,,
Yes,Employed Full Time,1/3/2017,,,
Yes,Employed Full Time,9/1/2016,,,
,Employed Full Time,1/1/2003,,,
,,,,,
,,,,,
,,,,,
,,,,,
Yes,Employed Full Time,3/26/2018,,,
,,,,,
,Employed Full Time,1/18/2010,Yes,,
Yes,Employed Full Time,12/12/2016,,,
Yes,Employed Full Time,10/18/2016,,,
Yes,Employed Full Time,1/23/2017,,,
Yes,Employed Part Time,1/9/2017,,,
Yes,,,,,
Yes,Employed Full Time,2/13/2017,,,
Yes,Employed Part Time,12/5/2016,,,
