,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
933,No,Employed Full Time,6/15/2015,,No,No
934,No,,,,No,No
935,Yes,Employed Full Time,12/5/2016,,No,No
936,Yes,,,,No,No
937,Yes,,,,No,No
938,No,,,,No,No
939,No,Employed Full Time,11/3/2017,,No,No
940,No,Employed Part Time,4/3/2017,,No,No
941,No,Employed Full Time,5/5/1999,,,
942,Yes,,,,No,No
943,No,,,,No,No
944,No,Employed Full Time,11/13/2017,,No,No
945,Yes,,,,No,No
946,Yes,Employed Full Time,12/12/2016,,No,No
947,No,,,,No,No
948,No,Employed Part Time,10/11/2017,,No,No
949,No,,,,No,No
950,Yes,Employed Full Time,3/10/2010,,No,No
951,No,,,,No,No
952,No,,,,No,No
953,No,0,1/3/1900,,,
954,No,,,,No,No
955,Yes,,,,No,No
956,Yes,Employed Full Time,10/3/2017,,No,No
957,No,Employed Full Time,8/1/2018,,,
958,No,,,,No,No
959,No,Employed Full Time,1/1/1977,,No,No
960,Yes,,,,No,No
961,No,,,,,
962,Yes,,,,No,No
963,Yes,,,,No,No
964,No,Employed Full Time,10/17/2016,,No,No
965,No,,,,No,No
966,No,,,,No,No
967,No,Employed Full Time,4/13/2015,,No,No
968,No,,,,No,No
969,Yes,,,,No,No
970,Yes,Employed Full Time,4/12/2003,,No,No
971,Yes,,,,No,No
972,Yes,,,,,
973,No,,,,No,No
974,No,,,,No,No
975,Yes,Employed Full Time,3/13/2017,,No,No
976,Yes,Employed Full Time,12/13/2017,,No,No
977,Yes,,,,No,No
978,No,Employed Part Time,3/13/2017,,No,No
979,No,,,,No,No
980,No,,,,,
981,Yes,,,,Yes,
982,Yes,,,,,
983,No,Employed Full Time,2/1/2015,,,
984,No,,,,,
985,No,Employed Full Time,1/2/2018,,,
986,Yes,,,,,
987,No,Employed Part Time,3/1/2011,,,
988,No,Employed Full Time,9/15/2017,,,
989,No,Employed Full Time,1/5/2018,,,
990,No,,,,,
991,No,,,,,
992,No,Employed Full Time,12/1/2015,,,
993,No,,,,,
994,No,,,,,
995,No,Employed Part Time,7/10/2017,,,
996,No,Employed Part Time,11/1/2016,,,
997,No,,,,,
998,No,,,,,
999,No,Employed Full Time,8/1/1993,,,
1000,No,,,,,
1001,No,Employed Full Time,10/4/2016,,,
1002,Yes,,,,,
1003,No,Employed Full Time,4/28/2015,,,
1004,No,Employed Full Time,8/1/2016,,,
1005,No,Employed Part Time,10/16/2017,,,
1006,No,,,,,
1007,No,,,,,
1008,No,,,,,
1009,No,,,,,
1010,No,,,,,
1011,No,,,,,
1012,No,,,,,
1013,No,,,,,
1014,Yes,Employed Part Time,11/30/2018,,,
1015,No,,,,,
1016,No,,,,,
1017,Yes,,,,,
1018,No,Employed Full Time,,,,
1019,Yes,,,,,
1020,No,Employed Full Time,2/8/2017,,,
1021,No,Employed Full Time,6/19/2017,,,
1022,Yes,,,,,
1023,No,,,,,
1024,No,Employed Full Time,8/1/2008,,,
1025,No,Employed Part Time,1/1/2006,,,
1026,No,,,,,
1027,No,,,,,
1028,Yes,,,,,
1029,No,,,,,
1030,Yes,,,,,
1031,No,,,,,
1032,No,,,,,
1033,No,,,,,
1034,No,,,,,
1035,No,,,,,
1036,No,,,,,
1037,No,Employed Part Time,,,,
1038,No,,,,,
1039,No,,,,,
1040,No,Employed Part Time,8/9/2016,,,
1041,Yes,Not employed,,,,
1042,Yes,,,,,
1043,Yes,,,,,
1044,Yes,Employed Part Time,3/1/2018,,,
1045,No,,,,,
1046,No,,,,,
1047,No,,,,,
1048,Yes,Not employed,,,,
1049,No,Employed Full Time,12/31/2017,,,
1050,No,,,,,
1051,No,,,,,
1052,No,,,,,
1053,No,,,,,
1054,No,,,,,
1055,No,,,,,
1056,No,,,,,
1057,No,,,,,
1058,No,,,,,
1059,No,,,,,
1060,No,,,,,
1061,No,,,,,
1062,No,,,,,
1063,No,,,,,
1064,No,,,,,
1065,No,,,,,
1066,No,Employed Full Time,4/14/2017,,,
1067,No,Employed Full Time,8/1/2017,,,
1068,No,Employed Full Time,4/15/2015,,,
1069,No,,,,,
1070,No,,,,,
1071,No,Employed Full Time,7/15/2015,,,
1072,Yes,Employed Full Time,4/15/2014,,,
1073,Yes,,,,,
1074,No,Employed Full Time,12/18/2017,,,
1075,Yes,,,,,
1076,Yes,,,,,
1077,Yes,,,,,
1078,Yes,Employed Part Time,5/15/2015,,,
1079,No,,,,,
1080,No,,,,,
1081,No,Employed Full Time,4/11/2018,,,
1082,No,Employed Full Time,9/15/2017,,,
1083,Yes,Not employed,,,,
1084,No,Not employed,,,,
1085,No,Not employed,,,,
1086,Yes,Not employed,,,,
1087,No,Not employed,,,,
1088,No,Not employed,,,,
1089,No,,,,,
1090,No,,,,,
1091,No,,,,,
1092,No,,,,,
1093,No,,,,,
1094,Yes,,,,,
1095,No,Employed Full Time,1/2/2018,,,
1096,No,,,,,
1097,No,Employed Full Time,8/17/2004,,,
1098,No,Employed Full Time,1/1/2004,,,
1099,No,,,,,
1100,No,,,,,
1101,No,Employed Full Time,3/20/2017,,,
1102,No,Employed Full Time,8/1/2017,Yes,,
1103,No,,,,,
1104,No,,,,,
1105,No,Employed Part Time,1/2/2017,,,
1106,No,,,,,
1107,No,,,,,
1108,Yes,Not employed,,,,
1109,No,Employed Full Time,1/8/2018,,,
1110,No,Employed Full Time,12/18/2017,,,
1111,No,Employed Full Time,1/17/2018,,,
1112,No,,,,,
1113,No,Employed Full Time,1/29/2018,,,
1114,No,,,,,
1115,No,Employed Full Time,1/16/2018,,,
1116,Yes,Not employed,,,,
1117,Yes,Not employed,,,,
1118,No,Employed Full Time,1/1/2018,,,
1119,No,Employed Full Time,1/1/2015,,,
1120,No,Not employed,,,,
1121,No,Not employed,,,,
1122,No,Employed Full Time,10/1/2008,,,
1123,Yes,Not employed,,,,Yes
1124,No,0,1/3/1900,,,
1125,No,0,1/3/1900,,,
1126,Yes,Not employed,,,,
1127,Yes,Employed Full Time,12/1/2011,,,
1128,No,Not employed,,,,
1129,No,Not employed,,,,
1130,No,Employed Full Time,4/2/2018,Yes,,
1131,No,Not employed,,,,
1132,No,Not employed,,,,
1133,No,Not employed,,,,
1134,No,Not employed,,,,
1135,No,Not employed,,,,
1136,No,Not employed,,,,
1137,Yes,Not employed,,,,Yes
1138,Yes,Not employed,,,,
1139,Yes,Not employed,,,,
1140,No,Not employed,,,,
1141,No,Employed Full Time,4/9/2018,,,
1142,Yes,Employed Full Time,2/1/2012,,,
1143,No,Employed Full Time,7/3/2017,,,
1144,No,Employed Full Time,9/1/2009,,,
1145,No,0,1/3/1900,,,
1146,No,Employed Full Time,1/1/2010,,,
1147,Yes,Not employed,,,,
1148,Yes,Not employed,,,,
1149,No,Not employed,,,,
1150,No,Employed Part Time,7/3/2017,,,
1151,No,Not employed,,,,
1152,No,Employed Part Time,5/26/2018,,,
1153,No,Employed Full Time,4/2/2018,,,
1154,Yes,Not employed,,,Yes,
1155,No,Not employed,,,,
1156,Yes,Not employed,,,,
1157,Yes,Not employed,,,,Yes
1158,Yes,Not employed,,,,
1159,No,Not employed,,,,
1160,No,Not employed,,,,
1161,Yes,Not employed,,,,
1162,No,Not employed,,,,
1163,Yes,Not employed,,,,
1164,Yes,Employed Full Time,8/7/2018,,,
1165,No,Employed Full Time,1/1/1990,,,
1166,Yes,Not employed,,,,Yes
1167,No,Employed Full Time,10/3/2016,,,
1168,Yes,Employed Full Time,6/15/2017,,,
1169,No,Not employed,,,,
1170,No,Employed Full Time,9/27/2017,,,
1171,Yes,Not employed,,,,Yes
1172,No,0,1/3/1900,,,
1173,No,Employed Full Time,8/8/2016,,,
1174,No,,,,,
1175,No,Not employed,,,,Yes
1176,No,Employed Part Time,8/15/2017,,,
1177,No,Not employed,,,,
1178,No,Employed Full Time,7/15/2000,Yes,,
1179,No,Not employed,,,,
1180,No,Employed Full Time,5/6/2018,,,
1181,No,Employed Full Time,9/1/2012,Yes,,
1182,No,Not employed,,,,
1183,No,Employed Full Time,10/16/2017,,,
1184,Yes,Not employed,,,,
1185,Yes,Not employed,,,,
1186,Yes,Not employed,,,,
1187,Yes,Not employed,,,,
1188,Yes,Employed Full Time,3/15/2018,,,
1189,No,Employed Full Time,11/1/1996,Yes,,
1190,Yes,Employed Full Time,2/1/2018,,,
1191,Yes,Not employed,,,,
1192,Yes,Employed Full Time,4/30/2018,,,
1193,Yes,Employed Full Time,7/17/2002,,,
1194,No,Employed Full Time,2/5/2016,,,
1195,Yes,Not employed,,,,
1196,No,Employed Full Time,6/27/2011,,,
1197,No,Employed Full Time,2/19/2013,,,
1198,No,Not employed,,,,
1199,No,Employed Full Time,5/11/2015,,,
1200,No,Employed Full Time,8/27/2018,,,
1201,No,Employed Full Time,7/21/2016,,,
1202,No,Employed Full Time,8/1/2016,,,
1203,No,Employed Part Time,4/1/2016,,,
1204,No,Employed Part Time,9/5/2018,,,
1205,Yes,Not employed,,,,
1206,No,Employed Full Time,1/8/2018,Yes,,
1207,No,Employed Full Time,10/27/2017,,,
1208,No,Employed Part Time,8/11/2018,,,
1209,No,,,,,
1210,No,Not employed,,,,
1211,Yes,Not employed,,,,
1212,No,Employed Full Time,4/2/2018,,,
1213,No,Not employed,,,,
1214,No,Employed Full Time,1/1/2013,,,
1215,No,Employed Full Time,4/24/2016,,,
1216,No,Employed Full Time,1/8/2002,,,
1217,No,Not employed,,,,
1218,Yes,Not employed,,,,
1219,No,Employed Full Time,8/30/2018,,,
1220,No,Employed Full Time,8/1/2007,,,
1221,No,Employed Full Time,6/20/2013,,,
1222,No,Employed Full Time,5/1/2016,,,
1223,No,Employed Part Time,10/26/2017,,,
1224,No,Not employed,,,,
1225,No,Employed Full Time,7/13/2016,,,
1226,No,Employed Full Time,2/1/2016,,,
1227,No,Employed Part Time,9/13/2018,,,
1228,Yes,Not employed,,,,
1229,No,Not employed,,,,
1230,No,Employed Full Time,8/1/2018,,,
1231,No,Employed Part Time,11/23/2015,,,
1232,No,Employed Full Time,9/19/2018,,,
1233,No,Employed Full Time,11/2/2017,,,
1234,No,Not employed,,,,
1235,No,Employed Full Time,8/27/2017,Yes,,
1236,Yes,,,,No,No
1237,Yes,,,,No,
1238,Yes,,,,Yes,
1239,Yes,,,,Yes,
1240,Yes,,,,Yes,
1241,Yes,,,,Yes,
1242,No,,,,No,No
1243,Yes,,,,No,No
1244,Yes,Not employed,,,No,No
1245,Yes,Employed Full Time,7/1/2017,Yes,Yes,Yes
1246,Yes,Not employed,,,No,No
1247,Yes,Employed Part Time,8/1/2015,Yes,No,
1248,Yes,,,,Yes,Yes
1249,Yes,,,,No,No
1250,Yes,,,,Yes,No
1251,Yes,,,,Yes,No
1252,Yes,,,,No,No
1253,Yes,Not employed,,,Yes,Yes
1254,Yes,Not employed,,,No,No
1255,Yes,,,,Yes,
1256,Yes,,,,No,No
1257,No,Not employed,,,No,No
1258,Yes,Employed Part Time,5/16/2016,Yes,Yes,Yes
1259,Yes,,,,Yes,No
1260,Yes,Employed Part Time,8/6/2018,Yes,Yes,Yes
1261,Yes,Not employed,,,Yes,Yes
1262,Yes,,,,Yes,
1263,Yes,Employed Full Time,8/27/2018,Yes,Yes,Yes
1264,Yes,,,,Yes,
1265,Yes,,,,Yes,Yes
1266,Yes,,,,Yes,
1267,Yes,,,,Yes,No
1268,Yes,,,,Yes,
1269,Yes,Employed Part Time,9/10/2012,Yes,Yes,Yes
1270,Yes,,,,Yes,No
1271,Yes,,,,Yes,No
1272,Yes,,,,Yes,No
1273,Yes,,,,Yes,Yes
1274,Yes,,,,Yes,No
1275,Yes,,,,No,No
1276,Yes,,,,Yes,No
1277,Yes,,,,No,No
1278,Yes,,,,Yes,
1279,Yes,,,,Yes,
1280,Yes,Not employed,,,Yes,Yes
1281,Yes,Not employed,,,No,No
1282,Yes,Not employed,,,No,No
1283,Yes,,,,Yes,
1284,Yes,Employed Part Time,3/6/2017,Yes,Yes,Yes
1285,Yes,,,,Yes,
1286,Yes,,,,Yes,Yes
1287,Yes,,,,Yes,
1288,Yes,,,,Yes,
1289,No,Not employed,,,No,No
1290,Yes,,,,Yes,
1291,Yes,,,,Yes,
1292,Yes,,,,Yes,
1293,Yes,,,,Yes,
1294,Yes,,,,Yes,
1295,Yes,,,,Yes,
1296,Yes,,,,Yes,
1297,Yes,,,,Yes,
1298,Yes,,,,Yes,
1299,Yes,,,,Yes,
1300,Yes,,,,Yes,
1301,Yes,,,,Yes,
1302,Yes,,,,Yes,
1303,Yes,,,,Yes,
1304,Yes,,,,Yes,
1305,Yes,,,,Yes,
1306,Yes,,,,Yes,Yes
1307,Yes,Employed Full Time,6/14/2016,Yes,Yes,Yes
1308,Yes,,,,Yes,
1309,Yes,,,,Yes,
1310,Yes,,,,Yes,
1311,Yes,,,,Yes,
1312,Yes,,,,Yes,
1313,Yes,,,,Yes,
1314,Yes,,,,Yes,
1315,Yes,,,,Yes,
1316,Yes,,,,Yes,
1317,Yes,,,,Yes,
1318,Yes,,,,Yes,
1319,Yes,,,,Yes,
1320,Yes,,,,Yes,
1321,Yes,,,,Yes,
1322,Yes,,,,Yes,
1323,Yes,,,,Yes,
1324,Yes,,,,Yes,No
1325,Yes,,,,No,No
1326,Yes,Employed Full Time,8/6/2018,No,No,No
1327,Yes,,,,Yes,
1328,Yes,,,,Yes,No
1329,Yes,Employed Part Time,4/15/2016,Yes,Yes,Yes
1330,Yes,,,,Yes,No
1331,Yes,,,,Yes,
1332,Yes,,,,Yes,
1333,Yes,,,,Yes,
1334,Yes,,,,Yes,
1335,Yes,,,,Yes,Yes
1336,Yes,,,,Yes,No
1337,Yes,,,,Yes,No
1338,Yes,,,,No,
1339,Yes,,,,Yes,
1340,Yes,,,,Yes,
1341,Yes,Employed Full Time,8/1/2015,Yes,Yes,
1342,No,,,,,
1343,Yes,,,,Yes,
1344,Yes,,,,Yes,
1345,Yes,,,,Yes,
1346,Yes,,,,Yes,
1347,Yes,,,,Yes,
1348,Yes,,,,Yes,
1349,Yes,,,,Yes,
1350,Yes,,,,Yes,
1351,Yes,,,,Yes,Yes
1352,Yes,,,,Yes,
1353,Yes,,,,Yes,
1354,Yes,Not employed,,,Yes,Yes
1355,Yes,,,,Yes,
1356,Yes,Employed Full Time,2/1/2016,Yes,Yes,Yes
1357,Yes,,,,Yes,No
1358,Yes,,,,Yes,No
1359,Yes,,,,Yes,
1360,Yes,,,,Yes,
1361,Yes,,,,No,
1362,Yes,,,,Yes,
1363,Yes,,,,Yes,
1364,Yes,,,,Yes,Yes
1365,Yes,,,,Yes,
1366,Yes,Employed Full Time,9/2/2015,Yes,Yes,
1367,Yes,,,,Yes,
1368,Yes,,,,Yes,Yes
1369,Yes,Not employed,,,Yes,Yes
1370,Yes,,,,Yes,No
1371,Yes,,,,Yes,
1372,Yes,,,,Yes,
1373,Yes,,,,Yes,
1374,Yes,,,,Yes,
1375,Yes,Employed Part Time,8/6/2018,No,Yes,Yes
1376,Yes,,,,Yes,
1377,Yes,,,,Yes,
1378,Yes,,,,Yes,
1379,Yes,,,,Yes,
1380,Yes,,,,Yes,
1381,Yes,,,,Yes,
1382,Yes,,,,Yes,
1383,Yes,,,,Yes,
1384,Yes,Employed Part Time,2/2/2016,Yes,Yes,
1385,Yes,,,,Yes,
1386,Yes,,,,Yes,
1387,Yes,,,,Yes,
1388,Yes,,,,Yes,
1389,Yes,,,,Yes,
1390,Yes,,,,Yes,Yes
1391,Yes,,,,Yes,Yes
1392,Yes,,,,Yes,
1393,Yes,,,,Yes,
1394,Yes,,,,Yes,
1395,Yes,,,,Yes,
1396,Yes,,,,Yes,
1397,Yes,,,,Yes,
1398,Yes,,,,Yes,
1399,Yes,,,,Yes,
1400,Yes,,,,No,
1401,Yes,,,,Yes,Yes
1402,Yes,,,,Yes,Yes
1403,Yes,,,,No,No
1404,Yes,,,,Yes,
1405,Yes,,,,Yes,
1406,Yes,,,,Yes,Yes
1407,Yes,,,,Yes,Yes
1408,Yes,,,,Yes,Yes
1409,Yes,,,,Yes,Yes
1410,Yes,,,,Yes,Yes
1411,Yes,Employed Part Time,8/6/2018,No,Yes,Yes
1412,Yes,,,,Yes,No
1413,Yes,,,,No,No
1414,Yes,,,,Yes,Yes
1415,Yes,,,,Yes,No
1416,Yes,Employed Part Time,3/15/2016,Yes,Yes,No
1417,Yes,,,,Yes,No
1418,Yes,,,,Yes,Yes
1419,Yes,,,,Yes,No
1420,Yes,,,,Yes,No
1421,Yes,,,,Yes,No
1422,Yes,,,,Yes,Yes
1423,No,Employed Full Time,8/1/2016,Yes,Yes,Yes
1424,Yes,Employed Full Time,11/2/2015,Yes,Yes,Yes
1425,Yes,,,,Yes,Yes
1426,Yes,,,,Yes,Yes
1427,Yes,,,,Yes,No
1428,Yes,Employed Full Time,3/1/2016,Yes,Yes,Yes
1429,Yes,,,,Yes,Yes
1430,No,,,,Yes,Yes
1431,Yes,,,,No,No
1432,Yes,,,,Yes,No
1433,Yes,,,,Yes,Yes
1434,Yes,,,,Yes,Yes
1435,Yes,,,,Yes,Yes
1436,Yes,,,,Yes,Yes
1437,Yes,Employed Full Time,8/1/2016,Yes,Yes,Yes
1438,Yes,,,,Yes,Yes
1439,Yes,,,,Yes,No
1440,Yes,,,,Yes,No
1441,Yes,,,,Yes,No
1442,Yes,,,,Yes,Yes
1443,Yes,,,,Yes,Yes
1444,Yes,Employed Part Time,11/2/2015,Yes,Yes,No
1445,Yes,Employed Full Time,4/4/2016,Yes,Yes,No
1446,Yes,,,,Yes,No
1447,Yes,,,,Yes,No
1448,Yes,,,,Yes,No
1449,Yes,,,,Yes,No
1450,Yes,,,,No,No
1451,Yes,,,,Yes,Yes
1452,Yes,,,,Yes,Yes
1453,Yes,Employed Part Time,7/1/2016,No,Yes,No
1454,Yes,Not employed,,,No,No
1455,Yes,,,,Yes,Yes
1456,Yes,,,,Yes,Yes
1457,Yes,,,,Yes,No
1458,Yes,,,,Yes,No
1459,Yes,,,,Yes,Yes
1460,Yes,,,,Yes,Yes
1461,Yes,Employed Full Time,8/31/2015,Yes,Yes,No
1462,Yes,,,,No,No
1463,Yes,,,,Yes,No
1464,Yes,,,,Yes,Yes
1465,Yes,,,,Yes,No
1466,Yes,,,,Yes,Yes
1467,Yes,,,,Yes,Yes
1468,Yes,,,,Yes,No
1469,Yes,Not employed,,,Yes,Yes
1470,Yes,,,,Yes,No
1471,Yes,,,,Yes,Yes
1472,Yes,,,,Yes,No
1473,Yes,,,,Yes,No
1474,Yes,Employed Part Time,8/1/2016,Yes,No,No
1475,Yes,,,,Yes,No
1476,Yes,Employed Full Time,12/5/2016,Yes,Yes,No
1477,Yes,,,,Yes,No
1478,Yes,Employed Part Time,6/1/2016,Yes,Yes,Yes
1479,Yes,,,,Yes,Yes
1480,Yes,,,,Yes,Yes
1481,Yes,,,,No,No
1482,Yes,Not employed,,,No,No
1483,Yes,,,,Yes,No
1484,Yes,Not employed,,,No,No
1485,Yes,,,,Yes,Yes
1486,Yes,Employed Part Time,8/1/2016,Yes,Yes,No
1487,Yes,,,,Yes,No
1488,Yes,,,,Yes,No
1489,Yes,,,,Yes,No
1490,Yes,,,,Yes,No
1491,Yes,Employed Part Time,8/6/2018,No,No,No
1492,Yes,,,,Yes,Yes
1493,Yes,,,,Yes,Yes
1494,Yes,,,,Yes,Yes
1495,Yes,,,,Yes,Yes
1496,Yes,,,,Yes,Yes
1497,Yes,Not employed,,,Yes,Yes
1498,Yes,,,,Yes,Yes
1499,Yes,,,,Yes,No
1500,Yes,,,,No,No
1501,Yes,,,,Yes,Yes
1502,Yes,,,,Yes,No
1503,Yes,Not employed,,,Yes,No
1504,Yes,,,,Yes,Yes
1505,Yes,,,,Yes,No
1506,No,,,,No,No
1507,Yes,,,,Yes,No
1508,Yes,,,,Yes,No
1509,Yes,Employed Full Time,7/5/2016,Yes,Yes,No
1510,Yes,,,,No,No
1511,Yes,,,,Yes,No
1512,Yes,,,,Yes,No
1513,Yes,,,,Yes,No
1514,Yes,,,,Yes,No
1515,Yes,,,,Yes,No
1516,Yes,,,,Yes,No
1517,Yes,,,,Yes,No
1518,Yes,,,,Yes,No
1519,Yes,,,,Yes,No
1520,Yes,,,,Yes,No
1521,Yes,,,,Yes,No
1522,Yes,,,,Yes,No
1523,Yes,,,,Yes,No
1524,Yes,,,,No,No
1525,Yes,,,,Yes,No
1526,Yes,,,,No,No
1527,Yes,,,,Yes,No
1528,Yes,,,,Yes,No
1529,Yes,,,,Yes,No
1530,Yes,,,,Yes,No
1531,Yes,,,,Yes,No
1532,Yes,,,,Yes,No
1533,Yes,,,,Yes,No
1534,Yes,,,,Yes,No
1535,Yes,,,,No,No
1536,Yes,Not employed,,,Yes,Yes
1537,Yes,,,,Yes,No
1538,Yes,,,,Yes,No
1539,Yes,,,,Yes,No
1540,Yes,,,,Yes,No
1541,Yes,,,,Yes,No
1542,Yes,Not employed,,,No,No
1543,Yes,Not employed,,,No,No
1544,Yes,Employed Part Time,5/4/2016,Yes,No,No
1545,Yes,Not employed,,,Yes,No
1546,Yes,,,,No,No
1547,Yes,,,,Yes,Yes
1548,Yes,,,,Yes,No
1549,Yes,,,,Yes,No
1550,Yes,,,,Yes,No
1551,Yes,,,,Yes,No
1552,No,Not employed,,,Yes,Yes
1553,Yes,,,,No,No
1554,Yes,,,,Yes,Yes
1555,Yes,,,,Yes,No
1556,Yes,Employed Part Time,3/1/2017,Yes,Yes,No
1557,Yes,,,,Yes,Yes
1558,Yes,,,,Yes,Yes
1559,Yes,Not employed,,,No,No
1560,Yes,,,,No,No
1561,Yes,Employed Full Time,9/19/2017,Yes,No,No
1562,Yes,Not employed,,,Yes,Yes
1563,Yes,Not employed,,,Yes,Yes
1564,Yes,Not employed,,,Yes,Yes
1565,Yes,Not employed,,,Yes,No
1566,Yes,,,,No,No
1567,Yes,,,,Yes,Yes
1568,Yes,Not employed,,,Yes,Yes
1569,Yes,Not employed,,,Yes,Yes
1570,Yes,Not employed,,,Yes,Yes
1571,Yes,Not employed,,,Yes,Yes
1572,Yes,Employed Full Time,6/1/2017,Yes,Yes,Yes
1573,Yes,Not employed,,,Yes,Yes
1574,Yes,Not employed,,,Yes,Yes
1575,Yes,Not employed,,,Yes,Yes
1576,Yes,Not employed,,,Yes,Yes
1577,Yes,Not employed,,,No,No
1578,Yes,Not employed,,,Yes,Yes
1579,Yes,Not employed,,,Yes,Yes
1580,Yes,Not employed,,,Yes,No
1581,Yes,Not employed,,,Yes,Yes
1582,Yes,Not employed,,,Yes,Yes
1583,Yes,Not employed,,,Yes,No
1584,Yes,Not employed,,,Yes,Yes
1585,Yes,Not employed,,,Yes,Yes
1586,Yes,Not employed,,,Yes,No
1587,Yes,Not employed,,,Yes,No
1588,No,Not employed,,,Yes,Yes
1589,Yes,Not employed,,,Yes,No
1590,Yes,Not employed,,,Yes,No
1591,Yes,Not employed,,,Yes,No
1592,Yes,Not employed,,,No,No
1593,Yes,Not employed,,,Yes,No
1594,No,Not employed,,,Yes,No
1595,Yes,Not employed,,,Yes,No
1596,Yes,Not employed,,,Yes,No
1597,No,Not employed,,,Yes,No
1598,Yes,Not employed,,,No,No
1599,Yes,Not employed,,,No,No
1600,Yes,,,,No,No
1601,Yes,,,,No,No
1602,Yes,,,,No,No
1603,No,,,,Yes,Yes
1604,Yes,Employed Full Time,7/6/2017,Yes,No,No
1605,Yes,Not employed,,,No,No
1606,Yes,,,,No,No
1607,Yes,,,,Yes,Yes
1608,Yes,,,,Yes,Yes
1609,Yes,,,,Yes,Yes
1610,Yes,,,,Yes,Yes
1611,Yes,,,,Yes,Yes
1612,Yes,,,,No,No
1613,Yes,,,,Yes,Yes
1614,Yes,Not employed,,,No,No
1615,Yes,,,,No,No
1616,Yes,,,,No,No
1617,Yes,,,,No,No
1618,Yes,Employed Part Time,1/1/2016,Yes,No,No
1619,Yes,,,,No,No
1620,Yes,,,,No,No
1621,Yes,Employed Full Time,1/1/2016,Yes,No,No
1622,Yes,Employed Part Time,12/1/2017,Yes,No,No
1623,Yes,Not employed,,,Yes,Yes
1624,Yes,,,,No,No
1625,Yes,,,,No,No
1626,Yes,,,,No,No
1627,Yes,,,,No,No
1628,Yes,,,,No,No
1629,Yes,,,,No,No
1630,Yes,,,,No,No
1631,Yes,,,,No,No
1632,Yes,,,,No,No
1633,Yes,,,,No,No
1634,Yes,,,,No,No
1635,Yes,,,,No,No
1636,Yes,,,,No,No
1637,Yes,,,,No,No
1638,Yes,,,,No,No
1639,Yes,,,,No,No
1640,Yes,,,,No,No
1641,Yes,Not employed,,,Yes,Yes
1642,Yes,,,,No,No
1643,Yes,Not employed,,,Yes,Yes
1644,Yes,Not employed,,,Yes,No
1645,Yes,Employed Part Time,3/1/2017,Yes,No,No
1646,Yes,Not employed,,,Yes,No
1647,Yes,Not employed,,,Yes,Yes
1648,Yes,Not employed,,,Yes,Yes
1649,Yes,Not employed,,,Yes,Yes
1650,Yes,Not employed,,,No,No
1651,Yes,Not employed,,,Yes,Yes
1652,Yes,Not employed,,,Yes,Yes
1653,Yes,Not employed,,,Yes,Yes
1654,Yes,Not employed,,,Yes,Yes
1655,Yes,Not employed,,,Yes,Yes
1656,Yes,Not employed,,,No,No
1657,Yes,Not employed,,,Yes,Yes
1658,Yes,Not employed,,,Yes,Yes
1659,Yes,Not employed,,,Yes,Yes
1660,Yes,Not employed,,,Yes,Yes
1661,Yes,Not employed,,,Yes,Yes
1662,Yes,Not employed,,,Yes,Yes
1663,Yes,Not employed,,,Yes,Yes
1664,Yes,Not employed,,,Yes,Yes
1665,Yes,Not employed,,,Yes,Yes
1666,Yes,Employed Part Time,2/1/2018,Yes,Yes,Yes
1667,Yes,Not employed,,,Yes,Yes
1668,Yes,Not employed,,,Yes,Yes
1669,Yes,Not employed,,,Yes,Yes
1670,Yes,Not employed,,,Yes,Yes
1671,Yes,Employed Part Time,2/1/2018,Yes,Yes,Yes
1672,Yes,Not employed,,,Yes,No
1673,Yes,Not employed,,,Yes,No
1674,No,Not employed,,,No,No
1675,Yes,Not employed,,,Yes,No
1676,Yes,Employed Part Time,8/27/2018,No,Yes,Yes
1677,Yes,Not employed,,,Yes,Yes
1678,Yes,Not employed,,,Yes,Yes
1679,Yes,Employed Part Time,8/27/2018,No,Yes,Yes
1680,No,Employed Full Time,6/1/2016,Yes,No,No
1681,No,Not employed,,,No,No
1682,No,Not employed,,,No,No
1683,Yes,Not employed,,,Yes,Yes
1684,No,Not employed,,,No,No
1685,No,Not employed,,,No,No
1686,No,Not employed,,,No,No
1687,No,Not employed,,,No,No
1688,No,Not employed,,,No,No
1689,No,Not employed,,,No,No
1690,No,Not employed,,,No,No
1691,No,Not employed,,,No,No
1692,No,Employed Full Time,1/1/2018,Yes,No,No
1693,No,Not employed,,,No,No
1694,No,Not employed,,,No,No
1695,No,Not employed,,,No,No
1696,No,Not employed,,,No,No
1697,No,Not employed,,,No,No
1698,No,Not employed,,,No,No
1699,No,Not employed,,,No,No
1700,No,Not employed,,,No,No
1701,Yes,Not employed,,,Yes,Yes
1702,Yes,Not employed,,,Yes,Yes
1703,Yes,Not employed,,,Yes,Yes
1704,Yes,Employed Full Time,10/1/2017,Yes,No,No
1705,Yes,Not employed,,,Yes,Yes
1706,No,Not employed,,,No,No
1707,No,Not employed,,,No,No
1708,Yes,Not employed,,,Yes,Yes
1709,No,Not employed,,,No,No
1710,No,Not employed,,,No,No
1711,No,Not employed,,,No,No
1712,No,Not employed,,,No,No
1713,Yes,Not employed,,,Yes,Yes
1714,Yes,Not employed,,,Yes,Yes
1715,Yes,Employed Part Time,9/4/2018,No,Yes,Yes
1716,Yes,Not employed,,,No,No
1717,Yes,Not employed,,,No,No
